elevation (ft),volume (mg),fraction full
530.33,415033.0,1.0068
530.35,415204.0,1.0072
530.35,415204.0,1.0072
530.34,415118.0,1.007
530.31,414863.0,1.0064
530.31,414863.0,1.0064
530.31,414863.0,1.0064
530.28,414608.0,1.0057
530.26,414438.0,1.0053
530.24,414269.0,1.0049
530.23,414184.0,1.0047
530.19,413844.0,1.0039
530.16,413591.0,1.0033
530.16,413591.0,1.0033
530.14,413421.0,1.0029
530.13,413337.0,1.0027
530.11,413168.0,1.0023
530.09,412999.0,1.0018
530.07,412830.0,1.0014
530.03,412493.0,1.0006
529.97,412005.0,0.9994
529.93,411691.0,0.9987
529.93,411691.0,0.9987
529.95,411848.0,0.999
529.93,411691.0,0.9987
529.86,411142.0,0.9973
529.83,410907.0,0.9968
529.83,410907.0,0.9968
529.81,410750.0,0.9964
529.8,410672.0,0.9962
529.77,410437.0,0.9956
529.74,410202.0,0.9951
529.72,410045.0,0.9947
529.73,410123.0,0.9949
529.72,410045.0,0.9947
529.71,409966.0,0.9945
529.67,409653.0,0.9937
529.63,409339.0,0.993
529.59,409026.0,0.9922
529.54,408634.0,0.9913
529.5,408320.0,0.9905
529.46,408006.0,0.9897
529.45,407928.0,0.9895
529.41,407614.0,0.9888
529.39,407458.0,0.9884
529.31,406830.0,0.9869
529.3,406752.0,0.9867
529.25,406360.0,0.9857
529.21,406046.0,0.985
529.14,405498.0,0.9836
529.11,405262.0,0.9831
529.07,404949.0,0.9823
529.0,404400.0,0.981
528.93,403861.0,0.9797
528.87,403399.0,0.9786
528.82,403014.0,0.9776
528.81,402937.0,0.9774
528.76,402552.0,0.9765
528.73,402321.0,0.9759
528.76,402552.0,0.9765
528.66,401782.0,0.9746
528.6,401320.0,0.9735
528.55,400935.0,0.9726
528.49,400473.0,0.9715
528.42,399934.0,0.9701
528.4,399780.0,0.9698
528.44,400088.0,0.9705
528.4,399780.0,0.9698
528.47,400319.0,0.9711
528.44,400088.0,0.9705
528.42,399934.0,0.9701
528.4,399780.0,0.9698
528.34,399318.0,0.9687
528.3,399010.0,0.9679
528.27,398779.0,0.9673
528.21,398317.0,0.9662
528.18,398086.0,0.9657
528.17,398009.0,0.9655
528.22,398394.0,0.9664
528.25,398625.0,0.967
528.23,398471.0,0.9666
528.19,398163.0,0.9659
528.14,397778.0,0.9649
528.07,397239.0,0.9636
528.02,396854.0,0.9627
527.98,396548.0,0.9619
527.92,396092.0,0.9608
527.93,396168.0,0.961
527.87,395712.0,0.9599
527.81,395256.0,0.9588
527.77,394952.0,0.9581
527.73,394648.0,0.9573
527.71,394496.0,0.957
527.68,394268.0,0.9564
527.66,394116.0,0.956
527.59,393584.0,0.9547
527.53,393128.0,0.9536
527.46,392596.0,0.9523
527.43,392368.0,0.9518
527.37,391912.0,0.9507
527.32,391532.0,0.9498
527.25,391000.0,0.9485
527.18,390468.0,0.9472
527.12,390012.0,0.9461
527.09,389784.0,0.9455
527.16,390316.0,0.9468
527.13,390088.0,0.9463
527.06,389556.0,0.945
527.03,389328.0,0.9444
526.95,388725.0,0.943
526.86,388050.0,0.9413
526.82,387750.0,0.9406
526.78,387450.0,0.9399
526.72,387000.0,0.9388
526.67,386625.0,0.9379
526.63,386325.0,0.9371
526.57,385875.0,0.936
526.51,385425.0,0.935
526.49,385275.0,0.9346
526.49,385275.0,0.9346
526.46,385050.0,0.934
526.45,384975.0,0.9339
526.47,385125.0,0.9342
526.45,384975.0,0.9339
526.41,384675.0,0.9331
526.39,384525.0,0.9328
526.34,384150.0,0.9319
526.29,383775.0,0.931
526.26,383550.0,0.9304
526.23,383325.0,0.9299
526.19,383025.0,0.9291
526.13,382575.0,0.928
526.07,382125.0,0.9269
526.01,381675.0,0.9259
525.98,381450.0,0.9253
525.93,381075.0,0.9244
525.89,380775.0,0.9237
525.94,381150.0,0.9246
525.93,381075.0,0.9244
525.99,381525.0,0.9255
525.98,381450.0,0.9253
525.94,381150.0,0.9246
525.9,380850.0,0.9239
525.83,380325.0,0.9226
525.73,379575.0,0.9208
525.69,379275.0,0.92
525.6,378600.0,0.9184
525.54,378150.0,0.9173
525.55,378225.0,0.9175
525.49,377775.0,0.9164
525.41,377175.0,0.9149
525.45,377475.0,0.9157
525.39,377025.0,0.9146
525.35,376725.0,0.9138
525.32,376500.0,0.9133
525.27,376125.0,0.9124
525.23,375825.0,0.9117
525.21,375675.0,0.9113
525.17,375375.0,0.9106
525.36,376800.0,0.914
526.0,381600.0,0.9257
526.12,382500.0,0.9279
526.15,382725.0,0.9284
526.25,383475.0,0.9302
526.33,384075.0,0.9317
526.43,384825.0,0.9335
526.92,388500.0,0.9424
527.25,391000.0,0.9485
527.39,392064.0,0.9511
527.43,392368.0,0.9518
527.53,393128.0,0.9536
527.63,393888.0,0.9555
527.69,394344.0,0.9566
527.76,394876.0,0.9579
527.87,395712.0,0.9599
527.89,395864.0,0.9603
528.16,397932.0,0.9653
528.34,399318.0,0.9687
528.43,400011.0,0.9703
528.5,400550.0,0.9716
528.55,400935.0,0.9726
528.57,401089.0,0.973
528.58,401166.0,0.9731
528.61,401397.0,0.9737
528.63,401551.0,0.9741
528.64,401628.0,0.9743
528.65,401705.0,0.9744
528.67,401859.0,0.9748
528.68,401936.0,0.975
528.71,402167.0,0.9756
528.71,402167.0,0.9756
528.73,402321.0,0.9759
528.8,402860.0,0.9772
528.82,403014.0,0.9776
528.82,403014.0,0.9776
528.83,403091.0,0.9778
528.84,403168.0,0.978
528.86,403322.0,0.9784
528.89,403553.0,0.9789
529.04,404714.0,0.9817
529.11,405262.0,0.9831
529.13,405419.0,0.9835
529.14,405498.0,0.9836
529.16,405654.0,0.984
529.25,406360.0,0.9857
529.36,407222.0,0.9878
529.39,407458.0,0.9884
529.35,407144.0,0.9876
529.35,407144.0,0.9876
529.34,407066.0,0.9874
529.32,406909.0,0.9871
529.3,406752.0,0.9867
529.39,407458.0,0.9884
529.47,408085.0,0.9899
529.49,408242.0,0.9903
529.49,408242.0,0.9903
529.5,408320.0,0.9905
529.51,408398.0,0.9907
529.54,408634.0,0.9913
529.53,408555.0,0.9911
529.53,408555.0,0.9911
529.52,408477.0,0.9909
529.58,408947.0,0.992
529.57,408869.0,0.9918
529.55,408712.0,0.9914
529.57,408869.0,0.9918
529.59,409026.0,0.9922
529.57,408869.0,0.9918
529.65,409496.0,0.9933
529.64,409418.0,0.9932
529.65,409496.0,0.9933
529.63,409339.0,0.993
529.63,409339.0,0.993
529.64,409418.0,0.9932
529.63,409339.0,0.993
529.62,409261.0,0.9928
529.63,409339.0,0.993
529.63,409339.0,0.993
529.74,410202.0,0.9951
529.87,411221.0,0.9975
529.91,411534.0,0.9983
529.94,411770.0,0.9989
530.08,412914.0,1.0016
530.1,413083.0,1.002
530.17,413675.0,1.0035
530.16,413591.0,1.0033
530.24,414269.0,1.0049
530.23,414184.0,1.0047
530.22,414099.0,1.0045
530.22,414099.0,1.0045
530.21,414014.0,1.0043
530.2,413929.0,1.0041
530.19,413844.0,1.0039
530.18,413760.0,1.0037
530.16,413591.0,1.0033
530.22,414099.0,1.0045
530.25,414354.0,1.0051
530.29,414693.0,1.006
530.52,416654.0,1.0107
530.51,416569.0,1.0105
530.53,416740.0,1.0109
530.51,416569.0,1.0105
530.66,417856.0,1.0136
530.66,417856.0,1.0136
530.65,417770.0,1.0134
530.63,417598.0,1.013
530.62,417512.0,1.0128
530.62,417512.0,1.0128
530.58,417169.0,1.012
530.55,416912.0,1.0113
530.5,416483.0,1.0103
530.46,416141.0,1.0095
530.41,415714.0,1.0084
530.48,416312.0,1.0099
530.47,416227.0,1.0097
530.43,415885.0,1.0088
530.4,415629.0,1.0082
530.4,415629.0,1.0082
530.48,416312.0,1.0099
530.59,417254.0,1.0122
530.63,417598.0,1.013
530.63,417598.0,1.013
530.6,417340.0,1.0124
530.58,417169.0,1.012
530.53,416740.0,1.0109
530.49,416398.0,1.0101
530.5,416483.0,1.0103
530.44,415971.0,1.009
530.4,415629.0,1.0082
530.37,415374.0,1.0076
530.35,415204.0,1.0072
530.31,414863.0,1.0064
530.3,414778.0,1.0062
530.3,414778.0,1.0062
530.26,414438.0,1.0053
530.25,414354.0,1.0051
530.22,414099.0,1.0045
530.21,414014.0,1.0043
530.19,413844.0,1.0039
530.17,413675.0,1.0035
530.17,413675.0,1.0035
530.12,413252.0,1.0025
530.1,413083.0,1.002
530.09,412999.0,1.0018
530.06,412746.0,1.0012
530.05,412662.0,1.001
530.03,412493.0,1.0006
530.01,412324.0,1.0002
530.0,412240.0,1.0
530.0,412240.0,1.0
529.97,412005.0,0.9994
529.96,411926.0,0.9992
529.96,411926.0,0.9992
529.94,411770.0,0.9989
529.94,411770.0,0.9989
529.93,411691.0,0.9987
529.96,411926.0,0.9992
529.98,412083.0,0.9996
529.96,411926.0,0.9992
529.96,411926.0,0.9992
529.95,411848.0,0.999
529.92,411613.0,0.9985
529.91,411534.0,0.9983
529.9,411456.0,0.9981
529.88,411299.0,0.9977
529.86,411142.0,0.9973
529.84,410986.0,0.997
529.84,410986.0,0.997
529.82,410829.0,0.9966
529.79,410594.0,0.996
529.78,410515.0,0.9958
529.78,410515.0,0.9958
529.77,410437.0,0.9956
529.74,410202.0,0.9951
529.72,410045.0,0.9947
529.74,410202.0,0.9951
529.76,410358.0,0.9954
529.77,410437.0,0.9956
529.8,410672.0,0.9962
529.8,410672.0,0.9962
529.81,410750.0,0.9964
529.82,410829.0,0.9966
529.83,410907.0,0.9968
529.8,410672.0,0.9962
529.81,410750.0,0.9964
529.78,410515.0,0.9958
529.75,410280.0,0.9952
529.75,410280.0,0.9952
529.73,410123.0,0.9949
529.76,410358.0,0.9954
529.74,410202.0,0.9951
529.73,410123.0,0.9949
529.71,409966.0,0.9945
529.68,409731.0,0.9939
529.67,409653.0,0.9937
529.65,409496.0,0.9933
529.7,409888.0,0.9943
529.67,409653.0,0.9937
529.68,409731.0,0.9939
529.65,409496.0,0.9933
529.65,409496.0,0.9933
529.65,409496.0,0.9933
529.63,409339.0,0.993
529.6,409104.0,0.9924
529.59,409026.0,0.9922
529.57,408869.0,0.9918
529.65,409496.0,0.9933
529.66,409574.0,0.9935
529.66,409574.0,0.9935
529.65,409496.0,0.9933
529.65,409496.0,0.9933
529.63,409339.0,0.993
529.6,409104.0,0.9924
529.56,408790.0,0.9916
529.5,408320.0,0.9905
529.47,408085.0,0.9899
529.59,409026.0,0.9922
529.62,409261.0,0.9928
529.63,409339.0,0.993
529.65,409496.0,0.9933
529.74,410202.0,0.9951
529.78,410515.0,0.9958
529.8,410672.0,0.9962
529.9,411456.0,0.9981
529.91,411534.0,0.9983
529.97,412005.0,0.9994
529.96,411926.0,0.9992
529.96,411926.0,0.9992
529.97,412005.0,0.9994
529.96,411926.0,0.9992
529.98,412083.0,0.9996
529.96,411926.0,0.9992
529.94,411770.0,0.9989
529.95,411848.0,0.999
529.93,411691.0,0.9987
529.91,411534.0,0.9983
529.91,411534.0,0.9983
529.99,412162.0,0.9998
530.05,412662.0,1.001
530.04,412577.0,1.0008
530.05,412662.0,1.001
530.07,412830.0,1.0014
530.11,413168.0,1.0023
530.11,413168.0,1.0023
530.11,413168.0,1.0023
530.1,413083.0,1.002
530.08,412914.0,1.0016
530.08,412914.0,1.0016
530.07,412830.0,1.0014
530.08,412914.0,1.0016
530.04,412577.0,1.0008
530.0,412240.0,1.0
530.0,412240.0,1.0
529.97,412005.0,0.9994
529.97,412005.0,0.9994
529.96,411926.0,0.9992
529.92,411613.0,0.9985
529.91,411534.0,0.9983
530.02,412409.0,1.0004
530.05,412662.0,1.001
530.12,413252.0,1.0025
530.15,413506.0,1.0031
530.15,413506.0,1.0031
530.26,414438.0,1.0053
530.28,414608.0,1.0057
530.23,414184.0,1.0047
530.19,413844.0,1.0039
530.18,413760.0,1.0037
530.14,413421.0,1.0029
530.12,413252.0,1.0025
530.09,412999.0,1.0018
530.06,412746.0,1.0012
529.97,412005.0,0.9994
529.9,411456.0,0.9981
529.85,411064.0,0.9971
529.79,410594.0,0.996
529.85,411064.0,0.9971
529.89,411378.0,0.9979
529.89,411378.0,0.9979
529.84,410986.0,0.997
529.79,410594.0,0.996
529.79,410594.0,0.996
529.69,409810.0,0.9941
529.64,409418.0,0.9932
529.59,409026.0,0.9922
529.52,408477.0,0.9909
529.49,408242.0,0.9903
529.5,408320.0,0.9905
529.46,408006.0,0.9897
529.42,407693.0,0.989
529.37,407301.0,0.988
529.33,406987.0,0.9873
529.26,406438.0,0.9859
529.26,406438.0,0.9859
529.21,406046.0,0.985
529.18,405811.0,0.9844
529.12,405341.0,0.9833
529.07,404949.0,0.9823
529.03,404635.0,0.9816
528.99,404323.0,0.9808
528.94,403938.0,0.9799
528.87,403399.0,0.9786
528.83,403091.0,0.9778
528.79,402783.0,0.9771
528.74,402398.0,0.9761
528.66,401782.0,0.9746
528.62,401474.0,0.9739
528.51,400627.0,0.9718
528.44,400088.0,0.9705
528.36,399472.0,0.969
528.33,399241.0,0.9685
528.31,399087.0,0.9681
528.25,398625.0,0.967
528.21,398317.0,0.9662
528.12,397624.0,0.9645
528.16,397932.0,0.9653
528.23,398471.0,0.9666
528.19,398163.0,0.9659
528.14,397778.0,0.9649
528.09,397393.0,0.964
528.05,397085.0,0.9632
528.05,397085.0,0.9632
527.99,396624.0,0.9621
528.04,397008.0,0.9631
527.99,396624.0,0.9621
527.96,396396.0,0.9616
527.93,396168.0,0.961
527.89,395864.0,0.9603
527.85,395560.0,0.9595
527.82,395332.0,0.959
527.78,395028.0,0.9582
527.76,394876.0,0.9579
527.73,394648.0,0.9573
527.71,394496.0,0.957
527.68,394268.0,0.9564
527.61,393736.0,0.9551
527.58,393508.0,0.9546
527.55,393280.0,0.954
527.48,392748.0,0.9527
527.41,392216.0,0.9514
527.34,391684.0,0.9501
527.35,391760.0,0.9503
527.29,391304.0,0.9492
527.23,390848.0,0.9481
527.19,390544.0,0.9474
527.13,390088.0,0.9463
527.11,389936.0,0.9459
527.05,389480.0,0.9448
526.99,389025.0,0.9437
526.93,388575.0,0.9426
526.88,388200.0,0.9417
526.86,388050.0,0.9413
526.81,387675.0,0.9404
526.78,387450.0,0.9399
526.76,387300.0,0.9395
526.75,387225.0,0.9393
526.8,387600.0,0.9402
526.85,387975.0,0.9411
526.89,388275.0,0.9419
526.86,388050.0,0.9413
526.83,387825.0,0.9408
526.81,387675.0,0.9404
526.76,387300.0,0.9395
526.68,386700.0,0.938
526.61,386175.0,0.9368
526.56,385800.0,0.9359
526.53,385575.0,0.9353
526.49,385275.0,0.9346
526.55,385725.0,0.9357
526.55,385725.0,0.9357
526.48,385200.0,0.9344
526.43,384825.0,0.9335
526.4,384600.0,0.933
526.38,384450.0,0.9326
526.37,384375.0,0.9324
526.36,384300.0,0.9322
526.32,384000.0,0.9315
526.36,384300.0,0.9322
526.33,384075.0,0.9317
526.32,384000.0,0.9315
526.3,383850.0,0.9311
526.26,383550.0,0.9304
526.23,383325.0,0.9299
526.22,383250.0,0.9297
526.31,383925.0,0.9313
526.39,384525.0,0.9328
526.45,384975.0,0.9339
526.48,385200.0,0.9344
526.51,385425.0,0.935
526.55,385725.0,0.9357
526.56,385800.0,0.9359
526.56,385800.0,0.9359
526.56,385800.0,0.9359
526.56,385800.0,0.9359
526.56,385800.0,0.9359
526.62,386250.0,0.937
526.73,387075.0,0.939
526.8,387600.0,0.9402
526.82,387750.0,0.9406
526.88,388200.0,0.9417
527.0,389100.0,0.9439
527.03,389328.0,0.9444
527.05,389480.0,0.9448
527.1,389860.0,0.9457
527.16,390316.0,0.9468
527.29,391304.0,0.9492
527.34,391684.0,0.9501
527.35,391760.0,0.9503
527.37,391912.0,0.9507
527.38,391988.0,0.9509
527.44,392444.0,0.952
527.49,392824.0,0.9529
527.5,392900.0,0.9531
527.51,392976.0,0.9533
527.54,393204.0,0.9538
527.56,393356.0,0.9542
527.56,393356.0,0.9542
527.56,393356.0,0.9542
527.57,393432.0,0.9544
527.63,393888.0,0.9555
527.63,393888.0,0.9555
527.65,394040.0,0.9559
527.66,394116.0,0.956
527.66,394116.0,0.956
527.65,394040.0,0.9559
527.67,394192.0,0.9562
527.65,394040.0,0.9559
527.65,394040.0,0.9559
527.66,394116.0,0.956
527.67,394192.0,0.9562
527.68,394268.0,0.9564
527.7,394420.0,0.9568
527.69,394344.0,0.9566
527.71,394496.0,0.957
527.7,394420.0,0.9568
527.71,394496.0,0.957
527.72,394572.0,0.9571
527.72,394572.0,0.9571
527.68,394268.0,0.9564
527.69,394344.0,0.9566
527.71,394496.0,0.957
527.72,394572.0,0.9571
527.72,394572.0,0.9571
527.78,395028.0,0.9582
527.78,395028.0,0.9582
527.77,394952.0,0.9581
527.82,395332.0,0.959
527.81,395256.0,0.9588
527.83,395408.0,0.9592
527.89,395864.0,0.9603
527.92,396092.0,0.9608
527.94,396244.0,0.9612
527.91,396016.0,0.9606
527.9,395940.0,0.9605
527.95,396320.0,0.9614
528.01,396777.0,0.9625
528.08,397316.0,0.9638
528.15,397855.0,0.9651
528.19,398163.0,0.9659
528.2,398240.0,0.966
528.18,398086.0,0.9657
528.24,398548.0,0.9668
528.28,398856.0,0.9675
528.33,399241.0,0.9685
528.41,399857.0,0.97
528.44,400088.0,0.9705
528.44,400088.0,0.9705
528.47,400319.0,0.9711
528.49,400473.0,0.9715
528.5,400550.0,0.9716
528.52,400704.0,0.972
528.53,400781.0,0.9722
528.52,400704.0,0.972
528.53,400781.0,0.9722
528.52,400704.0,0.972
528.52,400704.0,0.972
528.52,400704.0,0.972
528.54,400858.0,0.9724
528.5,400550.0,0.9716
528.47,400319.0,0.9711
528.42,399934.0,0.9701
528.41,399857.0,0.97
528.4,399780.0,0.9698
528.34,399318.0,0.9687
528.3,399010.0,0.9679
528.26,398702.0,0.9672
528.23,398471.0,0.9666
528.17,398009.0,0.9655
528.17,398009.0,0.9655
528.19,398163.0,0.9659
528.19,398163.0,0.9659
528.19,398163.0,0.9659
528.2,398240.0,0.966
528.23,398471.0,0.9666
528.31,399087.0,0.9681
528.3,399010.0,0.9679
528.31,399087.0,0.9681
528.32,399164.0,0.9683
528.33,399241.0,0.9685
528.31,399087.0,0.9681
528.33,399241.0,0.9685
528.32,399164.0,0.9683
528.35,399395.0,0.9688
528.35,399395.0,0.9688
528.35,399395.0,0.9688
528.37,399549.0,0.9692
528.38,399626.0,0.9694
528.39,399703.0,0.9696
528.4,399780.0,0.9698
528.48,400396.0,0.9713
528.55,400935.0,0.9726
528.57,401089.0,0.973
528.59,401243.0,0.9733
528.6,401320.0,0.9735
528.6,401320.0,0.9735
528.6,401320.0,0.9735
528.61,401397.0,0.9737
528.6,401320.0,0.9735
528.67,401859.0,0.9748
528.69,402013.0,0.9752
528.71,402167.0,0.9756
528.74,402398.0,0.9761
528.81,402937.0,0.9774
528.88,403476.0,0.9787
529.06,404870.0,0.9821
529.08,405027.0,0.9825
529.1,405184.0,0.9829
529.13,405419.0,0.9835
529.17,405733.0,0.9842
529.16,405654.0,0.984
529.21,406046.0,0.985
529.26,406438.0,0.9859
529.35,407144.0,0.9876
529.41,407614.0,0.9888
529.51,408398.0,0.9907
529.55,408712.0,0.9914
529.62,409261.0,0.9928
529.66,409574.0,0.9935
529.71,409966.0,0.9945
529.73,410123.0,0.9949
529.79,410594.0,0.996
529.81,410750.0,0.9964
529.84,410986.0,0.997
529.96,411926.0,0.9992
529.99,412162.0,0.9998
530.03,412493.0,1.0006
530.05,412662.0,1.001
530.06,412746.0,1.0012
530.07,412830.0,1.0014
530.08,412914.0,1.0016
530.09,412999.0,1.0018
530.17,413675.0,1.0035
530.21,414014.0,1.0043
530.24,414269.0,1.0049
530.53,416740.0,1.0109
530.73,418459.0,1.0151
530.79,418977.0,1.0163
530.78,418890.0,1.0161
530.76,418718.0,1.0157
530.71,418286.0,1.0147
530.67,417942.0,1.0138
530.62,417512.0,1.0128
530.58,417169.0,1.012
530.55,416912.0,1.0113
530.54,416826.0,1.0111
530.56,416997.0,1.0115
530.53,416740.0,1.0109
530.51,416569.0,1.0105
530.47,416227.0,1.0097
530.45,416056.0,1.0093
530.46,416141.0,1.0095
530.42,415800.0,1.0086
530.38,415459.0,1.0078
530.36,415289.0,1.0074
530.34,415118.0,1.007
530.3,414778.0,1.0062
530.26,414438.0,1.0053
530.25,414354.0,1.0051
530.23,414184.0,1.0047
530.22,414099.0,1.0045
530.27,414523.0,1.0055
530.24,414269.0,1.0049
530.2,413929.0,1.0041
530.14,413421.0,1.0029
530.19,413844.0,1.0039
530.34,415118.0,1.007
530.37,415374.0,1.0076
530.37,415374.0,1.0076
530.36,415289.0,1.0074
530.38,415459.0,1.0078
530.38,415459.0,1.0078
530.35,415204.0,1.0072
530.32,414948.0,1.0066
530.3,414778.0,1.0062
530.27,414523.0,1.0055
530.25,414354.0,1.0051
530.21,414014.0,1.0043
530.2,413929.0,1.0041
530.17,413675.0,1.0035
530.15,413506.0,1.0031
530.13,413337.0,1.0027
530.12,413252.0,1.0025
530.1,413083.0,1.002
530.16,413591.0,1.0033
530.14,413421.0,1.0029
530.18,413760.0,1.0037
530.11,413168.0,1.0023
530.08,412914.0,1.0016
530.04,412577.0,1.0008
530.02,412409.0,1.0004
529.96,411926.0,0.9992
529.98,412083.0,0.9996
529.97,412005.0,0.9994
529.91,411534.0,0.9983
529.86,411142.0,0.9973
529.81,410750.0,0.9964
529.79,410594.0,0.996
529.78,410515.0,0.9958
529.72,410045.0,0.9947
529.67,409653.0,0.9937
529.63,409339.0,0.993
529.6,409104.0,0.9924
529.54,408634.0,0.9913
529.47,408085.0,0.9899
529.42,407693.0,0.989
529.37,407301.0,0.988
529.32,406909.0,0.9871
529.25,406360.0,0.9857
529.23,406203.0,0.9854
529.14,405498.0,0.9836
529.1,405184.0,0.9829
529.03,404635.0,0.9816
528.96,404092.0,0.9802
528.89,403553.0,0.9789
528.92,403784.0,0.9795
528.95,404015.0,0.98
528.88,403476.0,0.9787
528.83,403091.0,0.9778
528.81,402937.0,0.9774
528.79,402783.0,0.9771
528.74,402398.0,0.9761
528.76,402552.0,0.9765
528.69,402013.0,0.9752
528.65,401705.0,0.9744
528.58,401166.0,0.9731
528.62,401474.0,0.9739
528.57,401089.0,0.973
528.53,400781.0,0.9722
528.49,400473.0,0.9715
528.54,400858.0,0.9724
528.5,400550.0,0.9716
528.45,400165.0,0.9707
528.41,399857.0,0.97
528.34,399318.0,0.9687
528.29,398933.0,0.9677
528.24,398548.0,0.9668
528.19,398163.0,0.9659
528.14,397778.0,0.9649
528.23,398471.0,0.9666
528.19,398163.0,0.9659
528.16,397932.0,0.9653
528.1,397470.0,0.9642
528.05,397085.0,0.9632
528.01,396777.0,0.9625
527.95,396320.0,0.9614
527.9,395940.0,0.9605
527.82,395332.0,0.959
527.78,395028.0,0.9582
527.76,394876.0,0.9579
527.75,394800.0,0.9577
527.74,394724.0,0.9575
527.63,393888.0,0.9555
527.59,393584.0,0.9547
527.53,393128.0,0.9536
527.57,393432.0,0.9544
527.51,392976.0,0.9533
527.45,392520.0,0.9522
527.41,392216.0,0.9514
527.35,391760.0,0.9503
527.27,391152.0,0.9488
527.24,390924.0,0.9483
527.17,390392.0,0.947
527.11,389936.0,0.9459
527.02,389252.0,0.9442
526.94,388650.0,0.9428
526.91,388425.0,0.9422
526.87,388125.0,0.9415
526.83,387825.0,0.9408
526.76,387300.0,0.9395
526.69,386775.0,0.9382
526.63,386325.0,0.9371
526.6,386100.0,0.9366
526.53,385575.0,0.9353
526.44,384900.0,0.9337
526.36,384300.0,0.9322
526.33,384075.0,0.9317
526.27,383625.0,0.9306
526.17,382875.0,0.9288
526.12,382500.0,0.9279
526.05,381975.0,0.9266
526.04,381900.0,0.9264
526.01,381675.0,0.9259
525.93,381075.0,0.9244
526.0,381600.0,0.9257
525.96,381300.0,0.9249
525.92,381000.0,0.9242
525.85,380475.0,0.9229
525.79,380025.0,0.9219
525.76,379800.0,0.9213
525.76,379800.0,0.9213
525.7,379350.0,0.9202
525.67,379125.0,0.9197
525.6,378600.0,0.9184
525.53,378075.0,0.9171
525.48,377700.0,0.9162
525.45,377475.0,0.9157
525.37,376875.0,0.9142
525.31,376425.0,0.9131
525.27,376125.0,0.9124
525.19,375525.0,0.9109
525.15,375225.0,0.9102
525.1,374850.0,0.9093
525.05,374475.0,0.9084
525.0,374100.0,0.9075
524.94,373650.0,0.9064
524.88,373200.0,0.9053
524.85,372975.0,0.9048
524.79,372525.0,0.9037
524.76,372300.0,0.9031
524.69,371775.0,0.9018
524.69,371775.0,0.9018
524.58,370950.0,0.8998
524.63,371325.0,0.9007
524.64,371400.0,0.9009
524.64,371400.0,0.9009
524.61,371175.0,0.9004
524.54,370650.0,0.8991
524.51,370425.0,0.8986
524.44,369900.0,0.8973
524.42,369750.0,0.8969
524.38,369450.0,0.8962
524.43,369825.0,0.8971
524.41,369675.0,0.8967
524.4,369600.0,0.8966
524.33,369075.0,0.8953
524.33,369075.0,0.8953
524.31,368925.0,0.8949
524.27,368625.0,0.8942
524.23,368325.0,0.8935
524.22,368250.0,0.8933
524.19,368025.0,0.8927
524.13,367575.0,0.8917
524.12,367500.0,0.8915
524.07,367125.0,0.8906
524.1,367350.0,0.8911
524.1,367350.0,0.8911
524.03,366825.0,0.8898
524.03,366825.0,0.8898
524.0,366600.0,0.8893
524.03,366825.0,0.8898
524.01,366675.0,0.8895
524.01,366675.0,0.8895
523.98,366450.0,0.8889
523.93,366075.0,0.888
523.89,365775.0,0.8873
523.88,365700.0,0.8871
523.89,365775.0,0.8873
523.9,365850.0,0.8875
523.89,365775.0,0.8873
523.85,365475.0,0.8866
523.85,365475.0,0.8866
523.86,365550.0,0.8867
523.83,365325.0,0.8862
523.81,365175.0,0.8858
523.74,364650.0,0.8846
523.71,364425.0,0.884
523.68,364200.0,0.8835
523.64,363900.0,0.8827
523.63,363825.0,0.8826
523.66,364050.0,0.8831
523.68,364200.0,0.8835
523.64,363900.0,0.8827
523.61,363675.0,0.8822
523.6,363600.0,0.882
523.57,363375.0,0.8815
523.58,363450.0,0.8816
523.53,363075.0,0.8807
523.51,362925.0,0.8804
523.47,362625.0,0.8796
523.44,362400.0,0.8791
523.4,362100.0,0.8784
523.38,361950.0,0.878
523.39,362025.0,0.8782
523.38,361950.0,0.878
523.38,361950.0,0.878
523.35,361725.0,0.8775
523.38,361950.0,0.878
523.37,361875.0,0.8778
523.37,361875.0,0.8778
523.36,361800.0,0.8776
523.35,361725.0,0.8775
523.31,361425.0,0.8767
523.29,361275.0,0.8764
523.26,361050.0,0.8758
523.2,360600.0,0.8747
523.15,360225.0,0.8738
523.17,360375.0,0.8742
523.16,360300.0,0.874
523.15,360225.0,0.8738
523.18,360450.0,0.8744
523.18,360450.0,0.8744
523.21,360675.0,0.8749
523.24,360900.0,0.8755
523.28,361200.0,0.8762
523.27,361125.0,0.876
523.24,360900.0,0.8755
523.25,360975.0,0.8756
523.19,360525.0,0.8746
523.18,360450.0,0.8744
523.16,360300.0,0.874
523.16,360300.0,0.874
523.17,360375.0,0.8742
523.15,360225.0,0.8738
523.15,360225.0,0.8738
523.18,360450.0,0.8744
523.3,361350.0,0.8766
523.37,361875.0,0.8778
523.41,362175.0,0.8786
523.48,362700.0,0.8798
523.5,362850.0,0.8802
523.52,363000.0,0.8806
523.54,363150.0,0.8809
523.56,363300.0,0.8813
523.56,363300.0,0.8813
523.56,363300.0,0.8813
523.57,363375.0,0.8815
523.56,363300.0,0.8813
523.6,363600.0,0.882
523.61,363675.0,0.8822
523.58,363450.0,0.8816
523.58,363450.0,0.8816
523.57,363375.0,0.8815
523.56,363300.0,0.8813
523.51,362925.0,0.8804
523.52,363000.0,0.8806
523.55,363225.0,0.8811
523.64,363900.0,0.8827
