elevation (ft),volume (mg),fraction full
521.23,345825.0,0.8389
521.17,345375.0,0.8378
521.17,345375.0,0.8378
521.12,345000.0,0.8369
521.04,344400.0,0.8354
521.04,344400.0,0.8354
520.93,343582.0,0.8335
520.86,343064.0,0.8322
520.8,342620.0,0.8311
520.72,342028.0,0.8297
520.66,341584.0,0.8286
520.62,341288.0,0.8279
520.56,340844.0,0.8268
520.51,340474.0,0.8259
520.42,339808.0,0.8243
520.38,339512.0,0.8236
520.33,339142.0,0.8227
520.27,338698.0,0.8216
520.21,338254.0,0.8205
520.16,337884.0,0.8196
520.1,337440.0,0.8186
520.01,336774.0,0.8169
520.0,336700.0,0.8168
519.89,335897.0,0.8148
519.84,335532.0,0.8139
519.78,335094.0,0.8129
519.72,334656.0,0.8118
519.66,334218.0,0.8107
519.59,333707.0,0.8095
519.65,334145.0,0.8106
519.58,333634.0,0.8093
519.52,333196.0,0.8083
519.47,332831.0,0.8074
519.42,332466.0,0.8065
519.37,332101.0,0.8056
519.31,331663.0,0.8045
519.23,331079.0,0.8031
519.16,330568.0,0.8019
519.1,330130.0,0.8008
519.04,329692.0,0.7998
518.99,329327.0,0.7989
518.96,329108.0,0.7983
518.92,328816.0,0.7976
518.81,328013.0,0.7957
518.74,327502.0,0.7944
518.64,326772.0,0.7927
518.68,327064.0,0.7934
518.68,327064.0,0.7934
518.61,326553.0,0.7921
518.55,326115.0,0.7911
518.48,325604.0,0.7898
518.41,325093.0,0.7886
518.36,324728.0,0.7877
518.35,324655.0,0.7875
518.32,324436.0,0.787
518.25,323925.0,0.7858
518.23,323779.0,0.7854
518.28,324144.0,0.7863
518.36,324728.0,0.7877
518.34,324582.0,0.7874
518.29,324217.0,0.7865
518.28,324144.0,0.7863
518.24,323852.0,0.7856
518.21,323633.0,0.7851
518.18,323414.0,0.7845
518.09,322757.0,0.7829
518.07,322611.0,0.7826
518.0,322100.0,0.7813
517.94,321668.0,0.7803
517.88,321236.0,0.7792
517.82,320804.0,0.7782
517.74,320228.0,0.7768
517.82,320804.0,0.7782
517.83,320876.0,0.7784
517.78,320516.0,0.7775
517.7,319940.0,0.7761
517.67,319724.0,0.7756
517.61,319292.0,0.7745
517.57,319004.0,0.7738
517.5,318500.0,0.7726
517.46,318212.0,0.7719
517.39,317708.0,0.7707
517.34,317348.0,0.7698
517.32,317204.0,0.7695
517.26,316772.0,0.7684
517.22,316484.0,0.7677
517.2,316340.0,0.7674
517.15,315980.0,0.7665
517.1,315620.0,0.7656
517.04,315188.0,0.7646
517.0,314900.0,0.7639
516.93,314403.0,0.7627
516.87,313977.0,0.7616
516.81,313551.0,0.7606
516.77,313267.0,0.7599
516.71,312841.0,0.7589
516.67,312557.0,0.7582
516.68,312628.0,0.7584
516.63,312273.0,0.7575
516.56,311776.0,0.7563
516.55,311705.0,0.7561
516.52,311492.0,0.7556
516.48,311208.0,0.7549
516.5,311350.0,0.7553
516.59,311989.0,0.7568
516.54,311634.0,0.756
516.51,311421.0,0.7554
516.53,311563.0,0.7558
516.66,312486.0,0.758
516.66,312486.0,0.758
516.73,312983.0,0.7592
516.68,312628.0,0.7584
516.72,312912.0,0.7591
516.75,313125.0,0.7596
516.77,313267.0,0.7599
516.79,313409.0,0.7603
516.81,313551.0,0.7606
516.84,313764.0,0.7611
516.88,314048.0,0.7618
516.85,313835.0,0.7613
516.86,313906.0,0.7615
516.86,313906.0,0.7615
516.86,313906.0,0.7615
516.83,313693.0,0.7609
516.88,314048.0,0.7618
516.84,313764.0,0.7611
516.84,313764.0,0.7611
516.83,313693.0,0.7609
516.77,313267.0,0.7599
516.76,313196.0,0.7597
516.74,313054.0,0.7594
516.71,312841.0,0.7589
516.71,312841.0,0.7589
516.74,313054.0,0.7594
516.71,312841.0,0.7589
516.79,313409.0,0.7603
516.81,313551.0,0.7606
516.88,314048.0,0.7618
516.92,314332.0,0.7625
516.94,314474.0,0.7628
516.98,314758.0,0.7635
517.0,314900.0,0.7639
517.12,315764.0,0.766
517.18,316196.0,0.767
517.25,316700.0,0.7682
517.28,316916.0,0.7688
517.36,317492.0,0.7702
517.45,318140.0,0.7717
517.51,318572.0,0.7728
517.52,318644.0,0.773
517.58,319076.0,0.774
517.6,319220.0,0.7744
517.61,319292.0,0.7745
517.61,319292.0,0.7745
517.84,320948.0,0.7785
517.88,321236.0,0.7792
518.0,322100.0,0.7813
518.01,322173.0,0.7815
518.06,322538.0,0.7824
518.1,322830.0,0.7831
518.11,322903.0,0.7833
518.15,323195.0,0.784
518.17,323341.0,0.7844
518.18,323414.0,0.7845
518.19,323487.0,0.7847
518.2,323560.0,0.7849
518.23,323779.0,0.7854
518.23,323779.0,0.7854
518.22,323706.0,0.7852
518.24,323852.0,0.7856
518.25,323925.0,0.7858
518.25,323925.0,0.7858
518.25,323925.0,0.7858
518.26,323998.0,0.7859
518.27,324071.0,0.7861
518.31,324363.0,0.7868
518.3,324290.0,0.7867
518.28,324144.0,0.7863
518.29,324217.0,0.7865
518.33,324509.0,0.7872
518.34,324582.0,0.7874
518.3,324290.0,0.7867
518.28,324144.0,0.7863
518.25,323925.0,0.7858
518.19,323487.0,0.7847
518.18,323414.0,0.7845
518.15,323195.0,0.784
518.14,323122.0,0.7838
518.11,322903.0,0.7833
518.08,322684.0,0.7828
518.08,322684.0,0.7828
518.07,322611.0,0.7826
518.09,322757.0,0.7829
518.12,322976.0,0.7835
518.13,323049.0,0.7836
518.14,323122.0,0.7838
518.13,323049.0,0.7836
518.13,323049.0,0.7836
518.14,323122.0,0.7838
518.13,323049.0,0.7836
518.16,323268.0,0.7842
518.23,323779.0,0.7854
518.24,323852.0,0.7856
518.23,323779.0,0.7854
518.25,323925.0,0.7858
518.25,323925.0,0.7858
518.39,324947.0,0.7882
518.52,325896.0,0.7905
518.48,325604.0,0.7898
518.46,325458.0,0.7895
518.5,325750.0,0.7902
518.54,326042.0,0.7909
518.52,325896.0,0.7905
518.5,325750.0,0.7902
518.6,326480.0,0.792
518.62,326626.0,0.7923
518.65,326845.0,0.7929
518.7,327210.0,0.7937
518.76,327648.0,0.7948
518.74,327502.0,0.7944
518.77,327721.0,0.795
518.8,327940.0,0.7955
518.82,328086.0,0.7959
518.84,328232.0,0.7962
518.85,328305.0,0.7964
518.89,328597.0,0.7971
518.9,328670.0,0.7973
518.91,328743.0,0.7975
518.93,328889.0,0.7978
518.98,329254.0,0.7987
519.06,329838.0,0.8001
519.14,330422.0,0.8015
519.32,331736.0,0.8047
519.52,333196.0,0.8083
519.74,334802.0,0.8122
519.93,336189.0,0.8155
520.12,337588.0,0.8189
520.29,338846.0,0.822
520.49,340326.0,0.8256
520.66,341584.0,0.8286
520.78,342472.0,0.8308
521.05,344475.0,0.8356
521.25,345975.0,0.8393
521.4,347100.0,0.842
521.55,348225.0,0.8447
521.7,349350.0,0.8474
521.87,350625.0,0.8505
522.01,351675.0,0.8531
522.11,352425.0,0.8549
522.18,352950.0,0.8562
522.29,353775.0,0.8582
522.35,354225.0,0.8593
522.43,354825.0,0.8607
522.48,355200.0,0.8616
522.64,356925.0,0.8658
522.79,358050.0,0.8685
522.94,359175.0,0.8713
523.02,359775.0,0.8727
523.08,360225.0,0.8738
523.13,360600.0,0.8747
523.22,360750.0,0.8751
523.23,360825.0,0.8753
523.26,361050.0,0.8758
523.3,361350.0,0.8766
523.32,361500.0,0.8769
523.44,362400.0,0.8791
523.47,362625.0,0.8796
523.48,362700.0,0.8798
523.53,363075.0,0.8807
523.61,363675.0,0.8822
523.67,364125.0,0.8833
523.71,364425.0,0.884
523.74,364650.0,0.8846
523.76,364800.0,0.8849
523.8,365100.0,0.8856
523.97,366375.0,0.8887
524.03,366825.0,0.8898
524.08,367200.0,0.8907
524.11,367425.0,0.8913
524.14,367650.0,0.8918
524.2,368100.0,0.8929
524.21,368175.0,0.8931
524.23,368325.0,0.8935
524.26,368550.0,0.894
524.36,369300.0,0.8958
524.39,369525.0,0.8964
524.43,369825.0,0.8971
524.5,370350.0,0.8984
524.52,370500.0,0.8987
524.52,370500.0,0.8987
524.52,370500.0,0.8987
524.54,370650.0,0.8991
524.54,370650.0,0.8991
524.55,370725.0,0.8993
524.59,371025.0,0.9
524.59,371025.0,0.9
524.62,371250.0,0.9006
524.64,371400.0,0.9009
524.65,371475.0,0.9011
524.85,372975.0,0.9048
524.92,373500.0,0.906
524.99,374025.0,0.9073
525.05,374475.0,0.9084
525.09,374775.0,0.9091
525.21,375675.0,0.9113
525.24,375900.0,0.9118
525.28,376200.0,0.9126
525.29,376275.0,0.9128
525.34,376650.0,0.9137
525.35,376725.0,0.9138
525.37,376875.0,0.9142
525.44,377400.0,0.9155
525.46,377550.0,0.9158
525.49,377775.0,0.9164
525.51,377925.0,0.9168
525.6,378600.0,0.9184
525.74,379650.0,0.9209
525.82,380250.0,0.9224
525.87,380625.0,0.9233
525.89,380775.0,0.9237
525.87,380625.0,0.9233
525.87,380625.0,0.9233
525.91,380925.0,0.924
525.95,381225.0,0.9248
525.97,381375.0,0.9251
526.11,382425.0,0.9277
526.38,384450.0,0.9326
526.5,385350.0,0.9348
526.54,385650.0,0.9355
526.57,385875.0,0.936
526.59,386025.0,0.9364
526.61,386175.0,0.9368
526.62,386250.0,0.937
526.6,386100.0,0.9366
526.61,386175.0,0.9368
526.59,386025.0,0.9364
526.53,385575.0,0.9353
526.51,385425.0,0.935
526.44,384900.0,0.9337
526.4,384600.0,0.933
526.36,384300.0,0.9322
526.3,383850.0,0.9311
526.25,383475.0,0.9302
526.24,383400.0,0.93
526.2,383100.0,0.9293
526.15,382725.0,0.9284
526.11,382425.0,0.9277
526.05,381975.0,0.9266
525.99,381525.0,0.9255
525.92,381000.0,0.9242
525.9,380850.0,0.9239
525.84,380400.0,0.9228
525.81,380175.0,0.9222
525.74,379650.0,0.9209
525.66,379050.0,0.9195
525.64,378900.0,0.9191
525.62,378750.0,0.9188
525.57,378375.0,0.9179
525.55,378225.0,0.9175
525.49,377775.0,0.9164
525.43,377325.0,0.9153
525.41,377175.0,0.9149
525.33,376575.0,0.9135
525.29,376275.0,0.9128
525.24,375900.0,0.9118
525.18,375450.0,0.9108
525.19,375525.0,0.9109
525.12,375000.0,0.9097
525.08,374700.0,0.9089
525.08,374700.0,0.9089
525.11,374925.0,0.9095
525.09,374775.0,0.9091
525.08,374700.0,0.9089
525.05,374475.0,0.9084
525.04,374400.0,0.9082
525.04,374400.0,0.9082
525.05,374475.0,0.9084
525.07,374625.0,0.9088
525.07,374625.0,0.9088
525.05,374475.0,0.9084
525.0,374100.0,0.9075
524.99,374025.0,0.9073
524.97,373875.0,0.9069
524.94,373650.0,0.9064
524.88,373200.0,0.9053
524.84,372900.0,0.9046
524.77,372375.0,0.9033
524.79,372525.0,0.9037
524.72,372000.0,0.9024
524.64,371400.0,0.9009
524.6,371100.0,0.9002
524.54,370650.0,0.8991
524.49,370275.0,0.8982
524.41,369675.0,0.8967
524.36,369300.0,0.8958
524.33,369075.0,0.8953
524.25,368475.0,0.8938
524.29,368775.0,0.8946
524.22,368250.0,0.8933
524.19,368025.0,0.8927
524.14,367650.0,0.8918
524.11,367425.0,0.8913
524.06,367050.0,0.8904
524.03,366825.0,0.8898
523.99,366525.0,0.8891
523.93,366075.0,0.888
523.89,365775.0,0.8873
523.82,365250.0,0.886
523.77,364875.0,0.8851
523.73,364575.0,0.8844
523.67,364125.0,0.8833
523.68,364200.0,0.8835
523.66,364050.0,0.8831
523.62,363750.0,0.8824
523.57,363375.0,0.8815
523.51,362925.0,0.8804
523.49,362775.0,0.88
523.44,362400.0,0.8791
523.36,361800.0,0.8776
523.49,362775.0,0.88
523.45,362475.0,0.8793
523.47,362625.0,0.8796
523.43,362325.0,0.8789
523.39,362025.0,0.8782
523.49,362775.0,0.88
523.45,362475.0,0.8793
523.42,362250.0,0.8787
523.38,361950.0,0.878
523.34,361650.0,0.8773
523.27,361125.0,0.876
523.24,360900.0,0.8755
523.2,360600.0,0.8747
523.15,360225.0,0.8738
523.1,359850.0,0.8729
523.12,360000.0,0.8733
523.1,359850.0,0.8729
523.04,359400.0,0.8718
523.01,359175.0,0.8713
522.95,358725.0,0.8702
522.92,358500.0,0.8696
523.0,359100.0,0.8711
522.92,358500.0,0.8696
522.91,358425.0,0.8695
522.92,358500.0,0.8696
522.92,358500.0,0.8696
522.92,358500.0,0.8696
522.85,357975.0,0.8684
522.92,358500.0,0.8696
522.91,358425.0,0.8695
522.86,358050.0,0.8685
522.84,357900.0,0.8682
522.79,357525.0,0.8673
522.8,357600.0,0.8675
522.96,358800.0,0.8704
523.1,359850.0,0.8729
523.15,360225.0,0.8738
523.26,361050.0,0.8758
523.31,361425.0,0.8767
523.38,361950.0,0.878
523.44,362400.0,0.8791
523.47,362625.0,0.8796
523.48,362700.0,0.8798
523.55,363225.0,0.8811
523.59,363525.0,0.8818
523.57,363375.0,0.8815
523.59,363525.0,0.8818
523.59,363525.0,0.8818
523.58,363450.0,0.8816
523.61,363675.0,0.8822
523.6,363600.0,0.882
523.59,363525.0,0.8818
523.54,363150.0,0.8809
523.51,362925.0,0.8804
523.52,363000.0,0.8806
523.47,362625.0,0.8796
523.45,362475.0,0.8793
523.64,363900.0,0.8827
523.64,363900.0,0.8827
523.64,363900.0,0.8827
523.65,363975.0,0.8829
523.66,364050.0,0.8831
523.67,364125.0,0.8833
523.63,363825.0,0.8826
523.65,363975.0,0.8829
523.65,363975.0,0.8829
523.68,364200.0,0.8835
523.67,364125.0,0.8833
523.65,363975.0,0.8829
523.68,364200.0,0.8835
523.68,364200.0,0.8835
523.64,363900.0,0.8827
523.66,364050.0,0.8831
523.7,364350.0,0.8838
523.75,364725.0,0.8847
523.71,364425.0,0.884
523.73,364575.0,0.8844
523.71,364425.0,0.884
523.75,364725.0,0.8847
523.8,365100.0,0.8856
523.86,365550.0,0.8867
523.87,365625.0,0.8869
524.02,366750.0,0.8897
524.04,366900.0,0.89
524.07,367125.0,0.8906
524.31,368925.0,0.8949
524.51,370425.0,0.8986
524.64,371400.0,0.9009
524.74,372150.0,0.9028
524.81,372675.0,0.904
524.92,373500.0,0.906
524.97,373875.0,0.9069
525.17,375375.0,0.9106
525.23,375825.0,0.9117
525.31,376425.0,0.9131
525.37,376875.0,0.9142
525.4,377100.0,0.9148
525.42,377250.0,0.9151
525.47,377625.0,0.916
525.51,377925.0,0.9168
525.54,378150.0,0.9173
525.61,378675.0,0.9186
525.68,379200.0,0.9199
525.72,379500.0,0.9206
525.76,379800.0,0.9213
525.78,379950.0,0.9217
525.82,380250.0,0.9224
525.83,380325.0,0.9226
525.85,380475.0,0.9229
525.83,380325.0,0.9226
525.85,380475.0,0.9229
525.87,380625.0,0.9233
525.89,380775.0,0.9237
525.9,380850.0,0.9239
525.92,381000.0,0.9242
525.91,380925.0,0.924
525.94,381150.0,0.9246
525.96,381300.0,0.9249
525.96,381300.0,0.9249
525.99,381525.0,0.9255
525.98,381450.0,0.9253
525.97,381375.0,0.9251
525.95,381225.0,0.9248
525.92,381000.0,0.9242
525.9,380850.0,0.9239
525.86,380550.0,0.9231
525.83,380325.0,0.9226
525.81,380175.0,0.9222
525.82,380250.0,0.9224
525.84,380400.0,0.9228
525.85,380475.0,0.9229
525.85,380475.0,0.9229
525.86,380550.0,0.9231
525.89,380775.0,0.9237
525.88,380700.0,0.9235
525.9,380850.0,0.9239
526.0,381600.0,0.9257
525.97,381375.0,0.9251
525.92,381000.0,0.9242
525.95,381225.0,0.9248
525.92,381000.0,0.9242
525.88,380700.0,0.9235
525.83,380325.0,0.9226
525.8,380100.0,0.922
525.79,380025.0,0.9219
525.74,379650.0,0.9209
525.71,379425.0,0.9204
525.7,379350.0,0.9202
525.66,379050.0,0.9195
525.64,378900.0,0.9191
525.62,378750.0,0.9188
525.6,378600.0,0.9184
525.6,378600.0,0.9184
525.57,378375.0,0.9179
525.54,378150.0,0.9173
525.51,377925.0,0.9168
525.51,377925.0,0.9168
525.48,377700.0,0.9162
525.46,377550.0,0.9158
525.44,377400.0,0.9155
525.42,377250.0,0.9151
525.4,377100.0,0.9148
525.42,377250.0,0.9151
525.43,377325.0,0.9153
525.47,377625.0,0.916
525.47,377625.0,0.916
525.5,377850.0,0.9166
525.51,377925.0,0.9168
525.53,378075.0,0.9171
525.54,378150.0,0.9173
525.54,378150.0,0.9173
525.58,378450.0,0.918
525.6,378600.0,0.9184
525.59,378525.0,0.9182
525.63,378825.0,0.9189
525.68,379200.0,0.9199
525.7,379350.0,0.9202
525.71,379425.0,0.9204
525.72,379500.0,0.9206
525.76,379800.0,0.9213
525.78,379950.0,0.9217
525.76,379800.0,0.9213
525.77,379875.0,0.9215
525.74,379650.0,0.9209
525.76,379800.0,0.9213
525.81,380175.0,0.9222
525.83,380325.0,0.9226
525.84,380400.0,0.9228
525.86,380550.0,0.9231
525.9,380850.0,0.9239
526.18,382950.0,0.9289
526.45,384975.0,0.9339
526.57,385875.0,0.936
526.71,386925.0,0.9386
526.83,387825.0,0.9408
526.9,388350.0,0.942
526.97,388875.0,0.9433
527.09,389784.0,0.9455
527.15,390240.0,0.9466
527.18,390468.0,0.9472
527.23,390848.0,0.9481
527.26,391076.0,0.9487
527.34,391684.0,0.9501
527.65,394040.0,0.9559
527.84,395484.0,0.9594
527.94,396244.0,0.9612
528.03,396931.0,0.9629
528.12,397624.0,0.9645
528.14,397778.0,0.9649
528.2,398240.0,0.966
528.22,398394.0,0.9664
528.26,398702.0,0.9672
528.3,399010.0,0.9679
528.34,399318.0,0.9687
528.39,399703.0,0.9696
528.43,400011.0,0.9703
528.55,400935.0,0.9726
528.6,401320.0,0.9735
528.59,401243.0,0.9733
528.64,401628.0,0.9743
528.67,401859.0,0.9748
528.68,401936.0,0.975
528.72,402244.0,0.9758
528.81,402937.0,0.9774
528.85,403245.0,0.9782
528.89,403553.0,0.9789
528.88,403476.0,0.9787
528.93,403861.0,0.9797
528.9,403630.0,0.9791
528.96,404092.0,0.9802
528.96,404092.0,0.9808
528.99,404323.0,0.9812
529.01,404478.0,0.9808
528.99,404323.0,0.9808
528.99,404323.0,0.9816
529.03,404635.0,0.9816
529.03,404635.0,0.9816
529.03,404635.0,0.9816
529.1,405184.0,0.9829
529.04,404714.0,0.9817
529.0,404400.0,0.981
529.0,404400.0,0.981
528.95,404015.0,0.98
528.92,403784.0,0.9795
528.9,403630.0,0.9791
528.89,403553.0,0.9789
528.93,403861.0,0.9797
528.92,403784.0,0.9795
528.95,404015.0,0.98
528.89,403553.0,0.9789
528.87,403399.0,0.9786
528.89,403553.0,0.9789
528.86,403322.0,0.9784
528.9,403630.0,0.9791
528.87,403399.0,0.9786
528.86,403322.0,0.9784
528.83,403091.0,0.9778
528.78,402706.0,0.9769
528.76,402552.0,0.9765
528.71,402167.0,0.9756
528.73,402321.0,0.9759
528.7,402090.0,0.9754
528.65,401705.0,0.9744
528.57,401089.0,0.973
528.51,400627.0,0.9718
528.49,400473.0,0.9715
528.45,400165.0,0.9707
528.42,399934.0,0.9701
528.38,399626.0,0.9694
528.34,399318.0,0.9687
528.3,399010.0,0.9679
528.22,398394.0,0.9664
528.17,398009.0,0.9655
528.14,397778.0,0.9649
528.09,397393.0,0.964
528.03,396931.0,0.9629
528.0,396700.0,0.9623
527.95,396320.0,0.9614
527.9,395940.0,0.9605
527.87,395712.0,0.9599
527.79,395104.0,0.9584
527.74,394724.0,0.9575
527.71,394496.0,0.957
527.69,394344.0,0.9566
527.63,393888.0,0.9555
527.57,393432.0,0.9544
527.55,393280.0,0.954
527.49,392824.0,0.9529
527.45,392520.0,0.9522
527.46,392596.0,0.9523
527.41,392216.0,0.9514
527.39,392064.0,0.9511
527.32,391532.0,0.9498
527.25,391000.0,0.9485
527.26,391076.0,0.9487
527.19,390544.0,0.9474
527.13,390088.0,0.9463
527.09,389784.0,0.9455
527.06,389556.0,0.945
527.04,389404.0,0.9446
527.04,389404.0,0.9446
527.0,389100.0,0.9439
526.95,388725.0,0.943
526.87,388125.0,0.9415
526.93,388575.0,0.9426
526.86,388050.0,0.9413
526.79,387525.0,0.94
526.73,387075.0,0.939
526.73,387075.0,0.939
526.69,386775.0,0.9382
526.63,386325.0,0.9371
526.58,385950.0,0.9362
526.54,385650.0,0.9355
526.52,385500.0,0.9351
526.45,384975.0,0.9339
526.44,384900.0,0.9337
526.46,385050.0,0.934
526.4,384600.0,0.933
526.32,384000.0,0.9315
526.24,383400.0,0.93
526.19,383025.0,0.9291
526.13,382575.0,0.928
526.05,381975.0,0.9266
526.01,381675.0,0.9259
525.98,381450.0,0.9253
525.93,381075.0,0.9244
525.94,381150.0,0.9246
525.89,380775.0,0.9237
525.86,380550.0,0.9231
525.79,380025.0,0.9219
525.73,379575.0,0.9208
525.7,379350.0,0.9202
525.72,379500.0,0.9206
525.8,380100.0,0.922
525.72,379500.0,0.9206
525.7,379350.0,0.9202
525.62,378750.0,0.9188
525.56,378300.0,0.9177
525.5,377850.0,0.9166
525.47,377625.0,0.916
525.42,377250.0,0.9151
525.37,376875.0,0.9142
525.33,376575.0,0.9135
525.27,376125.0,0.9124
525.23,375825.0,0.9117
525.19,375525.0,0.9109
525.17,375375.0,0.9106
525.14,375150.0,0.91
525.07,374625.0,0.9088
525.0,374100.0,0.9075
524.95,373725.0,0.9066
525.05,374475.0,0.9084
525.04,374400.0,0.9082
524.99,374025.0,0.9073
524.94,373650.0,0.9064
524.88,373200.0,0.9053
524.84,372900.0,0.9046
524.79,372525.0,0.9037
524.75,372225.0,0.9029
524.71,371925.0,0.9022
524.99,374025.0,0.9073
525.1,374850.0,0.9093
525.09,374775.0,0.9091
525.06,374550.0,0.9086
525.05,374475.0,0.9084
525.03,374325.0,0.908
525.01,374175.0,0.9077
524.98,373950.0,0.9071
524.97,373875.0,0.9069
524.95,373725.0,0.9066
524.92,373500.0,0.906
525.18,375450.0,0.9108
525.11,374925.0,0.9095
525.12,375000.0,0.9097
525.11,374925.0,0.9095
525.11,374925.0,0.9095
525.06,374550.0,0.9086
525.04,374400.0,0.9082
524.99,374025.0,0.9073
524.95,373725.0,0.9066
524.92,373500.0,0.906
524.88,373200.0,0.9053
524.86,373050.0,0.9049
524.84,372900.0,0.9046
524.78,372450.0,0.9035
524.72,372000.0,0.9024
524.71,371925.0,0.9022
524.65,371475.0,0.9011
524.71,371925.0,0.9022
524.67,371625.0,0.9015
524.63,371325.0,0.9007
524.67,371625.0,0.9015
524.71,371925.0,0.9022
524.68,371700.0,0.9017
524.67,371625.0,0.9015
524.67,371625.0,0.9015
524.64,371400.0,0.9009
524.61,371175.0,0.9004
524.59,371025.0,0.9
524.56,370800.0,0.8995
524.53,370575.0,0.8989
524.5,370350.0,0.8984
524.46,370050.0,0.8977
524.45,369975.0,0.8975
524.44,369900.0,0.8973
524.39,369525.0,0.8964
524.39,369525.0,0.8964
524.3,368850.0,0.8947
524.3,368850.0,0.8947
524.27,368625.0,0.8942
524.24,368400.0,0.8937
524.22,368250.0,0.8933
524.21,368175.0,0.8931
524.19,368025.0,0.8927
524.16,367800.0,0.8922
524.19,368025.0,0.8927
524.2,368100.0,0.8929
524.14,367650.0,0.8918
524.12,367500.0,0.8915
524.12,367500.0,0.8915
524.12,367500.0,0.8915
524.12,367500.0,0.8915
524.1,367350.0,0.8911
524.07,367125.0,0.8906
524.04,366900.0,0.89
524.01,366675.0,0.8895
523.98,366450.0,0.8889
523.94,366150.0,0.8882
523.95,366225.0,0.8884
523.95,366225.0,0.8884
523.94,366150.0,0.8882
523.93,366075.0,0.888
524.0,366600.0,0.8893
524.01,366675.0,0.8895
524.04,366900.0,0.89
524.16,367800.0,0.8922
524.25,368475.0,0.8938
524.27,368625.0,0.8942
524.27,368625.0,0.8942
524.3,368850.0,0.8947
524.37,369375.0,0.896
524.38,369450.0,0.8962
524.47,370125.0,0.8978
524.49,370275.0,0.8982
524.58,370950.0,0.8998
524.61,371175.0,0.9004
524.62,371250.0,0.9006
524.67,371625.0,0.9015
524.7,371850.0,0.902
524.69,371775.0,0.9018
524.64,371400.0,0.9009
524.72,372000.0,0.9024
524.73,372075.0,0.9026
524.78,372450.0,0.9035
524.76,372300.0,0.9031
524.78,372450.0,0.9035
524.78,372450.0,0.9035
524.9,373350.0,0.9057
524.94,373650.0,0.9064
524.96,373800.0,0.9068
524.99,374025.0,0.9073
524.97,373875.0,0.9069
524.98,373950.0,0.9071
525.02,374250.0,0.9078
525.02,374250.0,0.9078
525.05,374475.0,0.9084
525.07,374625.0,0.9088
525.08,374700.0,0.9089
525.18,375450.0,0.9108
525.2,375600.0,0.9111
525.29,376275.0,0.9128
525.34,376650.0,0.9137
525.38,376950.0,0.9144
525.46,377550.0,0.9158
525.45,377475.0,0.9157
525.49,377775.0,0.9164
525.55,378225.0,0.9175
525.59,378525.0,0.9182
525.61,378675.0,0.9186
525.88,380700.0,0.9235
525.97,381375.0,0.9251
526.03,381825.0,0.9262
526.04,381900.0,0.9264
526.08,382200.0,0.9271
526.1,382350.0,0.9275
526.14,382650.0,0.9282
526.16,382800.0,0.9286
526.27,383625.0,0.9306
526.24,383400.0,0.93
526.26,383550.0,0.9304
526.33,384075.0,0.9317
526.37,384375.0,0.9324
526.41,384675.0,0.9331
526.42,384750.0,0.9333
526.44,384900.0,0.9337
526.45,384975.0,0.9339
526.46,385050.0,0.934
526.49,385275.0,0.9346
526.49,385275.0,0.9346
526.52,385500.0,0.9351
526.54,385650.0,0.9355
526.56,385800.0,0.9359
526.56,385800.0,0.9359
526.58,385950.0,0.9362
526.6,386100.0,0.9366
526.66,386550.0,0.9377
526.75,387225.0,0.9393
526.78,387450.0,0.9399
526.81,387675.0,0.9404
526.84,387900.0,0.941
526.9,388350.0,0.942
526.95,388725.0,0.943
527.04,389404.0,0.9446
527.09,389784.0,0.9455
527.13,390088.0,0.9463
527.15,390240.0,0.9466
527.21,390696.0,0.9477
527.24,390924.0,0.9483
527.26,391076.0,0.9487
527.29,391304.0,0.9492
527.32,391532.0,0.9498
527.34,391684.0,0.9501
527.35,391760.0,0.9503
527.35,391760.0,0.9503
527.4,392140.0,0.9512
527.44,392444.0,0.952
527.46,392596.0,0.9523
527.47,392672.0,0.9525
527.49,392824.0,0.9529
527.5,392900.0,0.9531
527.5,392900.0,0.9531
527.55,393280.0,0.954
527.63,393888.0,0.9555
527.63,393888.0,0.9555
527.67,394192.0,0.9562
527.69,394344.0,0.9566
527.74,394724.0,0.9575
527.75,394800.0,0.9577
527.77,394952.0,0.9581
527.78,395028.0,0.9582
527.79,395104.0,0.9584
527.8,395180.0,0.9586
527.82,395332.0,0.959
527.85,395560.0,0.9595
527.85,395560.0,0.9595
527.87,395712.0,0.9599
527.88,395788.0,0.9601
527.94,396244.0,0.9612
527.95,396320.0,0.9614
527.98,396548.0,0.9619
528.0,396700.0,0.9623
528.04,397008.0,0.9631
528.3,399010.0,0.9679
528.5,400550.0,0.9716
528.58,401166.0,0.9731
528.72,402244.0,0.9758
528.84,403168.0,0.978
529.15,405576.0,0.9838
529.35,407144.0,0.9876
529.47,408085.0,0.9899
529.56,408790.0,0.9916
529.61,409182.0,0.9926
529.68,409731.0,0.9939
529.72,410045.0,0.9947
529.74,410202.0,0.9951
529.77,410437.0,0.9956
529.77,410437.0,0.9956
529.8,410672.0,0.9962
529.78,410515.0,0.9958
529.79,410594.0,0.996
529.78,410515.0,0.9958
529.78,410515.0,0.9958
529.78,410515.0,0.9958
529.78,410515.0,0.9958
529.76,410358.0,0.9954
529.8,410672.0,0.9962
529.78,410515.0,0.9958
529.79,410594.0,0.996
530.05,412662.0,1.001
530.14,413421.0,1.0029
530.18,413760.0,1.0037
530.2,413929.0,1.0041
530.27,414523.0,1.0055
530.25,414354.0,1.0051
530.26,414438.0,1.0053
530.32,414948.0,1.0066
