date,elevation (ft),volume (mg),fraction full
2004-05-04,528.81,402937.0,0.9774
2004-05-05,528.85,403245.0,0.9782
2004-05-06,528.89,403553.0,0.9789
2004-05-07,528.88,403476.0,0.9787
2004-05-08,528.93,403861.0,0.9797
2004-05-09,528.9,403630.0,0.9791
2004-05-10,528.96,404092.0,0.9802
2004-05-11,528.96,404092.0,0.9808
2004-05-12,528.99,404323.0,0.9812
2004-05-13,529.01,404478.0,0.9808
2004-05-14,528.99,404323.0,0.9808
2004-05-15,528.99,404323.0,0.9816
2004-05-16,529.03,404635.0,0.9816
2004-05-17,529.03,404635.0,0.9816
2004-05-18,529.03,404635.0,0.9816
2004-05-19,529.1,405184.0,0.9829
2004-05-20,529.04,404714.0,0.9817
2004-05-21,529.0,404400.0,0.981
2004-05-22,529.0,404400.0,0.981
2004-05-23,528.95,404015.0,0.98
2004-05-24,528.92,403784.0,0.9795
2004-05-25,528.9,403630.0,0.9791
2004-05-26,528.89,403553.0,0.9789
2004-05-27,528.93,403861.0,0.9797
2004-05-28,528.92,403784.0,0.9795
2004-05-29,528.95,404015.0,0.98
2004-05-30,528.89,403553.0,0.9789
2004-05-31,528.87,403399.0,0.9786
2004-06-01,528.89,403553.0,0.9789
2004-06-02,528.86,403322.0,0.9784
2004-06-03,528.9,403630.0,0.9791
2004-06-04,528.87,403399.0,0.9786
2004-06-05,528.86,403322.0,0.9784
2004-06-06,528.83,403091.0,0.9778
2004-06-07,528.78,402706.0,0.9769
2004-06-08,528.76,402552.0,0.9765
2004-06-09,528.71,402167.0,0.9756
2004-06-10,528.73,402321.0,0.9759
2004-06-11,528.7,402090.0,0.9754
2004-06-12,528.65,401705.0,0.9744
2004-06-13,528.57,401089.0,0.973
2004-06-14,528.51,400627.0,0.9718
2004-06-15,528.49,400473.0,0.9715
2004-06-16,528.45,400165.0,0.9707
2004-06-17,528.42,399934.0,0.9701
2004-06-18,528.38,399626.0,0.9694
2004-06-19,528.34,399318.0,0.9687
2004-06-20,528.3,399010.0,0.9679
2004-06-21,528.22,398394.0,0.9664
2004-06-22,528.17,398009.0,0.9655
2004-06-23,528.14,397778.0,0.9649
2004-06-24,528.09,397393.0,0.964
2004-06-25,528.03,396931.0,0.9629
2004-06-26,528.0,396700.0,0.9623
2004-06-27,527.95,396320.0,0.9614
2004-06-28,527.9,395940.0,0.9605
2004-06-29,527.87,395712.0,0.9599
2004-06-30,527.79,395104.0,0.9584
2004-07-01,527.74,394724.0,0.9575
2004-07-02,527.71,394496.0,0.957
2004-07-03,527.69,394344.0,0.9566
2004-07-04,527.63,393888.0,0.9555
2004-07-05,527.57,393432.0,0.9544
2004-07-06,527.55,393280.0,0.954
2004-07-07,527.49,392824.0,0.9529
2004-07-08,527.45,392520.0,0.9522
2004-07-09,527.46,392596.0,0.9523
2004-07-10,527.41,392216.0,0.9514
2004-07-11,527.39,392064.0,0.9511
2004-07-12,527.32,391532.0,0.9498
2004-07-13,527.25,391000.0,0.9485
2004-07-14,527.26,391076.0,0.9487
2004-07-15,527.19,390544.0,0.9474
2004-07-16,527.13,390088.0,0.9463
2004-07-17,527.09,389784.0,0.9455
2004-07-18,527.06,389556.0,0.945
2004-07-19,527.04,389404.0,0.9446
2004-07-20,527.04,389404.0,0.9446
2004-07-21,527.0,389100.0,0.9439
2004-07-22,526.95,388725.0,0.943
2004-07-23,526.87,388125.0,0.9415
2004-07-24,526.93,388575.0,0.9426
2004-07-25,526.86,388050.0,0.9413
2004-07-26,526.79,387525.0,0.94
2004-07-27,526.73,387075.0,0.939
2004-07-28,526.73,387075.0,0.939
2004-07-29,526.69,386775.0,0.9382
2004-07-30,526.63,386325.0,0.9371
2004-07-31,526.58,385950.0,0.9362
2004-08-01,526.54,385650.0,0.9355
2004-08-02,526.52,385500.0,0.9351
2004-08-03,526.45,384975.0,0.9339
2004-08-04,526.44,384900.0,0.9337
2004-08-05,526.46,385050.0,0.934
2004-08-06,526.4,384600.0,0.933
2004-08-07,526.32,384000.0,0.9315
2004-08-08,526.24,383400.0,0.93
2004-08-09,526.19,383025.0,0.9291
2004-08-10,526.13,382575.0,0.928
2004-08-11,526.05,381975.0,0.9266
2004-08-12,526.01,381675.0,0.9259
2004-08-13,525.98,381450.0,0.9253
2004-08-14,525.93,381075.0,0.9244
2004-08-15,525.94,381150.0,0.9246
2004-08-16,525.89,380775.0,0.9237
2004-08-17,525.86,380550.0,0.9231
2004-08-18,525.79,380025.0,0.9219
2004-08-19,525.73,379575.0,0.9208
2004-08-20,525.7,379350.0,0.9202
2004-08-21,525.72,379500.0,0.9206
2004-08-22,525.8,380100.0,0.922
2004-08-23,525.72,379500.0,0.9206
2004-08-24,525.7,379350.0,0.9202
2004-08-25,525.62,378750.0,0.9188
2004-08-26,525.56,378300.0,0.9177
2004-08-27,525.5,377850.0,0.9166
2004-08-28,525.47,377625.0,0.916
2004-08-29,525.42,377250.0,0.9151
2004-08-30,525.37,376875.0,0.9142
2004-08-31,525.33,376575.0,0.9135
2004-09-01,525.27,376125.0,0.9124
2004-09-02,525.23,375825.0,0.9117
2004-09-03,525.19,375525.0,0.9109
2004-09-04,525.17,375375.0,0.9106
2004-09-05,525.14,375150.0,0.91
2004-09-06,525.07,374625.0,0.9088
2004-09-07,525.0,374100.0,0.9075
2004-09-08,524.95,373725.0,0.9066
2004-09-09,525.05,374475.0,0.9084
2004-09-10,525.04,374400.0,0.9082
2004-09-11,524.99,374025.0,0.9073
2004-09-12,524.94,373650.0,0.9064
2004-09-13,524.88,373200.0,0.9053
2004-09-14,524.84,372900.0,0.9046
2004-09-15,524.79,372525.0,0.9037
2004-09-16,524.75,372225.0,0.9029
2004-09-17,524.71,371925.0,0.9022
2004-09-18,524.99,374025.0,0.9073
2004-09-19,525.1,374850.0,0.9093
2004-09-20,525.09,374775.0,0.9091
2004-09-21,525.06,374550.0,0.9086
2004-09-22,525.05,374475.0,0.9084
2004-09-23,525.03,374325.0,0.908
2004-09-24,525.01,374175.0,0.9077
2004-09-25,524.98,373950.0,0.9071
2004-09-26,524.97,373875.0,0.9069
2004-09-27,524.95,373725.0,0.9066
2004-09-28,524.92,373500.0,0.906
2004-09-29,525.18,375450.0,0.9108
2004-09-30,525.11,374925.0,0.9095
2004-10-01,525.12,375000.0,0.9097
2004-10-02,525.11,374925.0,0.9095
2004-10-03,525.11,374925.0,0.9095
2004-10-04,525.06,374550.0,0.9086
2004-10-05,525.04,374400.0,0.9082
2004-10-06,524.99,374025.0,0.9073
2004-10-07,524.95,373725.0,0.9066
2004-10-08,524.92,373500.0,0.906
2004-10-09,524.88,373200.0,0.9053
2004-10-10,524.86,373050.0,0.9049
2004-10-11,524.84,372900.0,0.9046
2004-10-12,524.78,372450.0,0.9035
2004-10-13,524.72,372000.0,0.9024
2004-10-14,524.71,371925.0,0.9022
2004-10-15,524.65,371475.0,0.9011
2004-10-16,524.71,371925.0,0.9022
2004-10-17,524.67,371625.0,0.9015
2004-10-18,524.63,371325.0,0.9007
2004-10-19,524.67,371625.0,0.9015
2004-10-20,524.71,371925.0,0.9022
2004-10-21,524.68,371700.0,0.9017
2004-10-22,524.67,371625.0,0.9015
2004-10-23,524.67,371625.0,0.9015
2004-10-24,524.64,371400.0,0.9009
2004-10-25,524.61,371175.0,0.9004
2004-10-26,524.59,371025.0,0.9
2004-10-27,524.56,370800.0,0.8995
2004-10-28,524.53,370575.0,0.8989
2004-10-29,524.5,370350.0,0.8984
2004-10-30,524.46,370050.0,0.8977
2004-10-31,524.45,369975.0,0.8975
2004-11-01,524.44,369900.0,0.8973
2004-11-02,524.39,369525.0,0.8964
2004-11-03,524.39,369525.0,0.8964
2004-11-04,524.3,368850.0,0.8947
2004-11-05,524.3,368850.0,0.8947
2004-11-06,524.27,368625.0,0.8942
2004-11-07,524.24,368400.0,0.8937
2004-11-08,524.22,368250.0,0.8933
2004-11-09,524.21,368175.0,0.8931
2004-11-10,524.19,368025.0,0.8927
2004-11-11,524.16,367800.0,0.8922
2004-11-12,524.19,368025.0,0.8927
2004-11-13,524.2,368100.0,0.8929
2004-11-14,524.14,367650.0,0.8918
2004-11-15,524.12,367500.0,0.8915
2004-11-16,524.12,367500.0,0.8915
2004-11-17,524.12,367500.0,0.8915
2004-11-18,524.12,367500.0,0.8915
2004-11-19,524.1,367350.0,0.8911
2004-11-20,524.07,367125.0,0.8906
2004-11-21,524.04,366900.0,0.89
2004-11-22,524.01,366675.0,0.8895
2004-11-23,523.98,366450.0,0.8889
2004-11-24,523.94,366150.0,0.8882
2004-11-25,523.95,366225.0,0.8884
2004-11-26,523.95,366225.0,0.8884
2004-11-27,523.94,366150.0,0.8882
2004-11-28,523.93,366075.0,0.888
2004-11-29,524.0,366600.0,0.8893
2004-11-30,524.01,366675.0,0.8895
2004-12-01,524.04,366900.0,0.89
2004-12-02,524.16,367800.0,0.8922
2004-12-03,524.25,368475.0,0.8938
2004-12-04,524.27,368625.0,0.8942
2004-12-05,524.27,368625.0,0.8942
2004-12-06,524.3,368850.0,0.8947
2004-12-07,524.37,369375.0,0.896
2004-12-08,524.38,369450.0,0.8962
2004-12-09,524.47,370125.0,0.8978
2004-12-10,524.49,370275.0,0.8982
2004-12-11,524.58,370950.0,0.8998
2004-12-12,524.61,371175.0,0.9004
2004-12-13,524.62,371250.0,0.9006
2004-12-14,524.67,371625.0,0.9015
2004-12-15,524.7,371850.0,0.902
2004-12-16,524.69,371775.0,0.9018
2004-12-17,524.64,371400.0,0.9009
2004-12-18,524.72,372000.0,0.9024
2004-12-19,524.73,372075.0,0.9026
2004-12-20,524.78,372450.0,0.9035
2004-12-21,524.76,372300.0,0.9031
2004-12-22,524.78,372450.0,0.9035
2004-12-23,524.78,372450.0,0.9035
2004-12-24,524.9,373350.0,0.9057
2004-12-25,524.94,373650.0,0.9064
2004-12-26,524.96,373800.0,0.9068
2004-12-27,524.99,374025.0,0.9073
2004-12-28,524.97,373875.0,0.9069
2004-12-29,524.98,373950.0,0.9071
2004-12-30,525.02,374250.0,0.9078
2004-12-31,525.02,374250.0,0.9078
2005-01-01,525.05,374475.0,0.9084
2005-01-02,525.07,374625.0,0.9088
2005-01-03,525.08,374700.0,0.9089
2005-01-04,525.18,375450.0,0.9108
2005-01-05,525.2,375600.0,0.9111
2005-01-06,525.29,376275.0,0.9128
2005-01-07,525.34,376650.0,0.9137
2005-01-08,525.38,376950.0,0.9144
2005-01-09,525.46,377550.0,0.9158
2005-01-10,525.45,377475.0,0.9157
2005-01-11,525.49,377775.0,0.9164
2005-01-12,525.55,378225.0,0.9175
2005-01-13,525.59,378525.0,0.9182
2005-01-14,525.61,378675.0,0.9186
2005-01-15,525.88,380700.0,0.9235
2005-01-16,525.97,381375.0,0.9251
2005-01-17,526.03,381825.0,0.9262
2005-01-18,526.04,381900.0,0.9264
2005-01-19,526.08,382200.0,0.9271
2005-01-20,526.1,382350.0,0.9275
2005-01-21,526.14,382650.0,0.9282
2005-01-22,526.16,382800.0,0.9286
2005-01-23,526.27,383625.0,0.9306
2005-01-24,526.24,383400.0,0.93
2005-01-25,526.26,383550.0,0.9304
2005-01-26,526.33,384075.0,0.9317
2005-01-27,526.37,384375.0,0.9324
2005-01-28,526.41,384675.0,0.9331
2005-01-29,526.42,384750.0,0.9333
2005-01-30,526.44,384900.0,0.9337
2005-01-31,526.45,384975.0,0.9339
2005-02-01,526.46,385050.0,0.934
2005-02-02,526.49,385275.0,0.9346
2005-02-03,526.49,385275.0,0.9346
2005-02-04,526.52,385500.0,0.9351
2005-02-05,526.54,385650.0,0.9355
2005-02-06,526.56,385800.0,0.9359
2005-02-07,526.56,385800.0,0.9359
2005-02-08,526.58,385950.0,0.9362
2005-02-09,526.6,386100.0,0.9366
2005-02-10,526.66,386550.0,0.9377
2005-02-11,526.75,387225.0,0.9393
2005-02-12,526.78,387450.0,0.9399
2005-02-13,526.81,387675.0,0.9404
2005-02-14,526.84,387900.0,0.941
2005-02-15,526.9,388350.0,0.942
2005-02-16,526.95,388725.0,0.943
2005-02-17,527.04,389404.0,0.9446
2005-02-18,527.09,389784.0,0.9455
2005-02-19,527.13,390088.0,0.9463
2005-02-20,527.15,390240.0,0.9466
2005-02-21,527.21,390696.0,0.9477
2005-02-22,527.24,390924.0,0.9483
2005-02-23,527.26,391076.0,0.9487
2005-02-24,527.29,391304.0,0.9492
2005-02-25,527.32,391532.0,0.9498
2005-02-26,527.34,391684.0,0.9501
2005-02-27,527.35,391760.0,0.9503
2005-02-28,527.35,391760.0,0.9503
2005-03-01,527.4,392140.0,0.9512
2005-03-02,527.44,392444.0,0.952
2005-03-03,527.46,392596.0,0.9523
2005-03-04,527.47,392672.0,0.9525
2005-03-05,527.49,392824.0,0.9529
2005-03-06,527.5,392900.0,0.9531
2005-03-07,527.5,392900.0,0.9531
2005-03-08,527.55,393280.0,0.954
2005-03-09,527.63,393888.0,0.9555
2005-03-10,527.63,393888.0,0.9555
2005-03-11,527.67,394192.0,0.9562
2005-03-12,527.69,394344.0,0.9566
2005-03-13,527.74,394724.0,0.9575
2005-03-14,527.75,394800.0,0.9577
2005-03-15,527.77,394952.0,0.9581
2005-03-16,527.78,395028.0,0.9582
2005-03-17,527.79,395104.0,0.9584
2005-03-18,527.8,395180.0,0.9586
2005-03-19,527.82,395332.0,0.959
2005-03-20,527.85,395560.0,0.9595
2005-03-21,527.85,395560.0,0.9595
2005-03-22,527.87,395712.0,0.9599
2005-03-23,527.88,395788.0,0.9601
2005-03-24,527.94,396244.0,0.9612
2005-03-25,527.95,396320.0,0.9614
2005-03-26,527.98,396548.0,0.9619
2005-03-27,528.0,396700.0,0.9623
2005-03-28,528.04,397008.0,0.9631
2005-03-29,528.3,399010.0,0.9679
2005-03-30,528.5,400550.0,0.9716
2005-03-31,528.58,401166.0,0.9731
2005-04-01,528.72,402244.0,0.9758
2005-04-02,528.84,403168.0,0.978
2005-04-03,529.15,405576.0,0.9838
2005-04-04,529.35,407144.0,0.9876
2005-04-05,529.47,408085.0,0.9899
2005-04-06,529.56,408790.0,0.9916
2005-04-07,529.61,409182.0,0.9926
2005-04-08,529.68,409731.0,0.9939
2005-04-09,529.72,410045.0,0.9947
2005-04-10,529.74,410202.0,0.9951
2005-04-11,529.77,410437.0,0.9956
2005-04-12,529.77,410437.0,0.9956
2005-04-13,529.8,410672.0,0.9962
2005-04-14,529.78,410515.0,0.9958
2005-04-15,529.79,410594.0,0.996
2005-04-16,529.78,410515.0,0.9958
2005-04-17,529.78,410515.0,0.9958
2005-04-18,529.78,410515.0,0.9958
2005-04-19,529.78,410515.0,0.9958
2005-04-20,529.76,410358.0,0.9954
2005-04-21,529.8,410672.0,0.9962
2005-04-22,529.78,410515.0,0.9958
2005-04-23,529.79,410594.0,0.996
2005-04-24,530.05,412662.0,1.001
2005-04-25,530.14,413421.0,1.0029
2005-04-26,530.18,413760.0,1.0037
2005-04-27,530.2,413929.0,1.0041
2005-04-28,530.27,414523.0,1.0055
2005-04-29,530.25,414354.0,1.0051
2005-04-30,530.26,414438.0,1.0053
2005-05-01,530.32,414948.0,1.0066
2005-05-02,530.33,415033.0,1.0068
2005-05-03,530.35,415204.0,1.0072
2005-05-04,530.35,415204.0,1.0072
2005-05-05,530.34,415118.0,1.007
2005-05-06,530.31,414863.0,1.0064
2005-05-07,530.31,414863.0,1.0064
2005-05-08,530.31,414863.0,1.0064
2005-05-09,530.28,414608.0,1.0057
2005-05-10,530.26,414438.0,1.0053
2005-05-11,530.24,414269.0,1.0049
2005-05-12,530.23,414184.0,1.0047
2005-05-13,530.19,413844.0,1.0039
2005-05-14,530.16,413591.0,1.0033
2005-05-15,530.16,413591.0,1.0033
2005-05-16,530.14,413421.0,1.0029
2005-05-17,530.13,413337.0,1.0027
2005-05-18,530.11,413168.0,1.0023
2005-05-19,530.09,412999.0,1.0018
2005-05-20,530.07,412830.0,1.0014
2005-05-21,530.03,412493.0,1.0006
2005-05-22,529.97,412005.0,0.9994
2005-05-23,529.93,411691.0,0.9987
2005-05-24,529.93,411691.0,0.9987
2005-05-25,529.95,411848.0,0.999
2005-05-26,529.93,411691.0,0.9987
2005-05-27,529.86,411142.0,0.9973
2005-05-28,529.83,410907.0,0.9968
2005-05-29,529.83,410907.0,0.9968
2005-05-30,529.81,410750.0,0.9964
2005-05-31,529.8,410672.0,0.9962
2005-06-01,529.77,410437.0,0.9956
2005-06-02,529.74,410202.0,0.9951
2005-06-03,529.72,410045.0,0.9947
2005-06-04,529.73,410123.0,0.9949
2005-06-05,529.72,410045.0,0.9947
2005-06-06,529.71,409966.0,0.9945
2005-06-07,529.67,409653.0,0.9937
2005-06-08,529.63,409339.0,0.993
2005-06-09,529.59,409026.0,0.9922
2005-06-10,529.54,408634.0,0.9913
2005-06-11,529.5,408320.0,0.9905
2005-06-12,529.46,408006.0,0.9897
2005-06-13,529.45,407928.0,0.9895
2005-06-14,529.41,407614.0,0.9888
2005-06-15,529.39,407458.0,0.9884
2005-06-16,529.31,406830.0,0.9869
2005-06-17,529.3,406752.0,0.9867
2005-06-18,529.25,406360.0,0.9857
2005-06-19,529.21,406046.0,0.985
2005-06-20,529.14,405498.0,0.9836
2005-06-21,529.11,405262.0,0.9831
2005-06-22,529.07,404949.0,0.9823
2005-06-23,529.0,404400.0,0.981
2005-06-24,528.93,403861.0,0.9797
2005-06-25,528.87,403399.0,0.9786
2005-06-26,528.82,403014.0,0.9776
2005-06-27,528.81,402937.0,0.9774
2005-06-28,528.76,402552.0,0.9765
2005-06-29,528.73,402321.0,0.9759
2005-06-30,528.76,402552.0,0.9765
2005-07-01,528.66,401782.0,0.9746
2005-07-02,528.6,401320.0,0.9735
2005-07-03,528.55,400935.0,0.9726
2005-07-04,528.49,400473.0,0.9715
2005-07-05,528.42,399934.0,0.9701
2005-07-06,528.4,399780.0,0.9698
2005-07-07,528.44,400088.0,0.9705
2005-07-08,528.4,399780.0,0.9698
2005-07-09,528.47,400319.0,0.9711
2005-07-10,528.44,400088.0,0.9705
2005-07-11,528.42,399934.0,0.9701
2005-07-12,528.4,399780.0,0.9698
2005-07-13,528.34,399318.0,0.9687
2005-07-14,528.3,399010.0,0.9679
2005-07-15,528.27,398779.0,0.9673
2005-07-16,528.21,398317.0,0.9662
2005-07-17,528.18,398086.0,0.9657
2005-07-18,528.17,398009.0,0.9655
2005-07-19,528.22,398394.0,0.9664
2005-07-20,528.25,398625.0,0.967
2005-07-21,528.23,398471.0,0.9666
2005-07-22,528.19,398163.0,0.9659
2005-07-23,528.14,397778.0,0.9649
2005-07-24,528.07,397239.0,0.9636
2005-07-25,528.02,396854.0,0.9627
2005-07-26,527.98,396548.0,0.9619
2005-07-27,527.92,396092.0,0.9608
2005-07-28,527.93,396168.0,0.961
2005-07-29,527.87,395712.0,0.9599
2005-07-30,527.81,395256.0,0.9588
2005-07-31,527.77,394952.0,0.9581
2005-08-01,527.73,394648.0,0.9573
2005-08-02,527.71,394496.0,0.957
2005-08-03,527.68,394268.0,0.9564
2005-08-04,527.66,394116.0,0.956
2005-08-05,527.59,393584.0,0.9547
2005-08-06,527.53,393128.0,0.9536
2005-08-07,527.46,392596.0,0.9523
2005-08-08,527.43,392368.0,0.9518
2005-08-09,527.37,391912.0,0.9507
2005-08-10,527.32,391532.0,0.9498
2005-08-11,527.25,391000.0,0.9485
2005-08-12,527.18,390468.0,0.9472
2005-08-13,527.12,390012.0,0.9461
2005-08-14,527.09,389784.0,0.9455
2005-08-15,527.16,390316.0,0.9468
2005-08-16,527.13,390088.0,0.9463
2005-08-17,527.06,389556.0,0.945
2005-08-18,527.03,389328.0,0.9444
2005-08-19,526.95,388725.0,0.943
2005-08-20,526.86,388050.0,0.9413
2005-08-21,526.82,387750.0,0.9406
2005-08-22,526.78,387450.0,0.9399
2005-08-23,526.72,387000.0,0.9388
2005-08-24,526.67,386625.0,0.9379
2005-08-25,526.63,386325.0,0.9371
2005-08-26,526.57,385875.0,0.936
2005-08-27,526.51,385425.0,0.935
2005-08-28,526.49,385275.0,0.9346
2005-08-29,526.49,385275.0,0.9346
2005-08-30,526.46,385050.0,0.934
2005-08-31,526.45,384975.0,0.9339
2005-09-01,526.47,385125.0,0.9342
2005-09-02,526.45,384975.0,0.9339
2005-09-03,526.41,384675.0,0.9331
2005-09-04,526.39,384525.0,0.9328
2005-09-05,526.34,384150.0,0.9319
2005-09-06,526.29,383775.0,0.931
2005-09-07,526.26,383550.0,0.9304
2005-09-08,526.23,383325.0,0.9299
2005-09-09,526.19,383025.0,0.9291
2005-09-10,526.13,382575.0,0.928
2005-09-11,526.07,382125.0,0.9269
2005-09-12,526.01,381675.0,0.9259
2005-09-13,525.98,381450.0,0.9253
2005-09-14,525.93,381075.0,0.9244
2005-09-15,525.89,380775.0,0.9237
2005-09-16,525.94,381150.0,0.9246
2005-09-17,525.93,381075.0,0.9244
2005-09-18,525.99,381525.0,0.9255
2005-09-19,525.98,381450.0,0.9253
2005-09-20,525.94,381150.0,0.9246
2005-09-21,525.9,380850.0,0.9239
2005-09-22,525.83,380325.0,0.9226
2005-09-23,525.73,379575.0,0.9208
2005-09-24,525.69,379275.0,0.92
2005-09-25,525.6,378600.0,0.9184
2005-09-26,525.54,378150.0,0.9173
2005-09-27,525.55,378225.0,0.9175
2005-09-28,525.49,377775.0,0.9164
2005-09-29,525.41,377175.0,0.9149
2005-09-30,525.45,377475.0,0.9157
2005-10-01,525.39,377025.0,0.9146
2005-10-02,525.35,376725.0,0.9138
2005-10-03,525.32,376500.0,0.9133
2005-10-04,525.27,376125.0,0.9124
2005-10-05,525.23,375825.0,0.9117
2005-10-06,525.21,375675.0,0.9113
2005-10-07,525.17,375375.0,0.9106
2005-10-08,525.36,376800.0,0.914
2005-10-09,526.0,381600.0,0.9257
2005-10-10,526.12,382500.0,0.9279
2005-10-11,526.15,382725.0,0.9284
2005-10-12,526.25,383475.0,0.9302
2005-10-13,526.33,384075.0,0.9317
2005-10-14,526.43,384825.0,0.9335
2005-10-15,526.92,388500.0,0.9424
2005-10-16,527.25,391000.0,0.9485
2005-10-17,527.39,392064.0,0.9511
2005-10-18,527.43,392368.0,0.9518
2005-10-19,527.53,393128.0,0.9536
2005-10-20,527.63,393888.0,0.9555
2005-10-21,527.69,394344.0,0.9566
2005-10-22,527.76,394876.0,0.9579
2005-10-23,527.87,395712.0,0.9599
2005-10-24,527.89,395864.0,0.9603
2005-10-25,528.16,397932.0,0.9653
2005-10-26,528.34,399318.0,0.9687
2005-10-27,528.43,400011.0,0.9703
2005-10-28,528.5,400550.0,0.9716
2005-10-29,528.55,400935.0,0.9726
2005-10-30,528.57,401089.0,0.973
2005-10-31,528.58,401166.0,0.9731
2005-11-01,528.61,401397.0,0.9737
2005-11-02,528.63,401551.0,0.9741
2005-11-03,528.64,401628.0,0.9743
2005-11-04,528.65,401705.0,0.9744
2005-11-05,528.67,401859.0,0.9748
2005-11-06,528.68,401936.0,0.975
2005-11-07,528.71,402167.0,0.9756
2005-11-08,528.71,402167.0,0.9756
2005-11-09,528.73,402321.0,0.9759
2005-11-10,528.8,402860.0,0.9772
2005-11-11,528.82,403014.0,0.9776
2005-11-12,528.82,403014.0,0.9776
2005-11-13,528.83,403091.0,0.9778
2005-11-14,528.84,403168.0,0.978
2005-11-15,528.86,403322.0,0.9784
2005-11-16,528.89,403553.0,0.9789
2005-11-17,529.04,404714.0,0.9817
2005-11-18,529.11,405262.0,0.9831
2005-11-19,529.13,405419.0,0.9835
2005-11-20,529.14,405498.0,0.9836
2005-11-21,529.16,405654.0,0.984
2005-11-22,529.25,406360.0,0.9857
2005-11-23,529.36,407222.0,0.9878
2005-11-24,529.39,407458.0,0.9884
2005-11-25,529.35,407144.0,0.9876
2005-11-26,529.35,407144.0,0.9876
2005-11-27,529.34,407066.0,0.9874
2005-11-28,529.32,406909.0,0.9871
2005-11-29,529.3,406752.0,0.9867
2005-11-30,529.39,407458.0,0.9884
2005-12-01,529.47,408085.0,0.9899
2005-12-02,529.49,408242.0,0.9903
2005-12-03,529.49,408242.0,0.9903
2005-12-04,529.5,408320.0,0.9905
2005-12-05,529.51,408398.0,0.9907
2005-12-06,529.54,408634.0,0.9913
2005-12-07,529.53,408555.0,0.9911
2005-12-08,529.53,408555.0,0.9911
2005-12-09,529.52,408477.0,0.9909
2005-12-10,529.58,408947.0,0.992
2005-12-11,529.57,408869.0,0.9918
2005-12-12,529.55,408712.0,0.9914
2005-12-13,529.57,408869.0,0.9918
2005-12-14,529.59,409026.0,0.9922
2005-12-15,529.57,408869.0,0.9918
2005-12-16,529.65,409496.0,0.9933
2005-12-17,529.64,409418.0,0.9932
2005-12-18,529.65,409496.0,0.9933
2005-12-19,529.63,409339.0,0.993
2005-12-20,529.63,409339.0,0.993
2005-12-21,529.64,409418.0,0.9932
2005-12-22,529.63,409339.0,0.993
2005-12-23,529.62,409261.0,0.9928
2005-12-24,529.63,409339.0,0.993
2005-12-25,529.63,409339.0,0.993
2005-12-26,529.74,410202.0,0.9951
2005-12-27,529.87,411221.0,0.9975
2005-12-28,529.91,411534.0,0.9983
2005-12-29,529.94,411770.0,0.9989
2005-12-30,530.08,412914.0,1.0016
2005-12-31,530.1,413083.0,1.002
2006-01-01,530.17,413675.0,1.0035
2006-01-02,530.16,413591.0,1.0033
2006-01-03,530.24,414269.0,1.0049
2006-01-04,530.23,414184.0,1.0047
2006-01-05,530.22,414099.0,1.0045
2006-01-06,530.22,414099.0,1.0045
2006-01-07,530.21,414014.0,1.0043
2006-01-08,530.2,413929.0,1.0041
2006-01-09,530.19,413844.0,1.0039
2006-01-10,530.18,413760.0,1.0037
2006-01-11,530.16,413591.0,1.0033
2006-01-12,530.22,414099.0,1.0045
2006-01-13,530.25,414354.0,1.0051
2006-01-14,530.29,414693.0,1.006
2006-01-15,530.52,416654.0,1.0107
2006-01-16,530.51,416569.0,1.0105
2006-01-17,530.53,416740.0,1.0109
2006-01-18,530.51,416569.0,1.0105
2006-01-19,530.66,417856.0,1.0136
2006-01-20,530.66,417856.0,1.0136
2006-01-21,530.65,417770.0,1.0134
2006-01-22,530.63,417598.0,1.013
2006-01-23,530.62,417512.0,1.0128
2006-01-24,530.62,417512.0,1.0128
2006-01-25,530.58,417169.0,1.012
2006-01-26,530.55,416912.0,1.0113
2006-01-27,530.5,416483.0,1.0103
2006-01-28,530.46,416141.0,1.0095
2006-01-29,530.41,415714.0,1.0084
2006-01-30,530.48,416312.0,1.0099
2006-01-31,530.47,416227.0,1.0097
2006-02-01,530.43,415885.0,1.0088
2006-02-02,530.4,415629.0,1.0082
2006-02-03,530.4,415629.0,1.0082
2006-02-04,530.48,416312.0,1.0099
2006-02-05,530.59,417254.0,1.0122
2006-02-06,530.63,417598.0,1.013
2006-02-07,530.63,417598.0,1.013
2006-02-08,530.6,417340.0,1.0124
2006-02-09,530.58,417169.0,1.012
2006-02-10,530.53,416740.0,1.0109
2006-02-11,530.49,416398.0,1.0101
2006-02-12,530.5,416483.0,1.0103
2006-02-13,530.44,415971.0,1.009
2006-02-14,530.4,415629.0,1.0082
2006-02-15,530.37,415374.0,1.0076
2006-02-16,530.35,415204.0,1.0072
2006-02-17,530.31,414863.0,1.0064
2006-02-18,530.3,414778.0,1.0062
2006-02-19,530.3,414778.0,1.0062
2006-02-20,530.26,414438.0,1.0053
2006-02-21,530.25,414354.0,1.0051
2006-02-22,530.22,414099.0,1.0045
2006-02-23,530.21,414014.0,1.0043
2006-02-24,530.19,413844.0,1.0039
2006-02-25,530.17,413675.0,1.0035
2006-02-26,530.17,413675.0,1.0035
2006-02-27,530.12,413252.0,1.0025
2006-02-28,530.1,413083.0,1.002
2006-03-01,530.09,412999.0,1.0018
2006-03-02,530.06,412746.0,1.0012
2006-03-03,530.05,412662.0,1.001
