date,elevation (ft),volume (mg),fraction full
2008-08-31,527.88,395788.0,0.9601
2008-09-01,527.86,395636.0,0.9597
2008-09-02,527.82,395332.0,0.959
2008-09-03,527.77,394952.0,0.9581
2008-09-04,527.7,394420.0,0.9568
2008-09-05,527.68,394268.0,0.9564
2008-09-06,527.74,394724.0,0.9575
2008-09-07,528.2,398240.0,0.966
2008-09-08,528.26,398702.0,0.9672
2008-09-09,528.28,398856.0,0.9675
2008-09-10,528.42,399934.0,0.9701
2008-09-11,528.44,400088.0,0.9705
2008-09-12,528.41,399857.0,0.97
2008-09-13,528.44,400088.0,0.9705
2008-09-14,528.46,400242.0,0.9709
2008-09-15,528.48,400396.0,0.9713
2008-09-16,528.5,400550.0,0.9716
2008-09-17,528.48,400396.0,0.9713
2008-09-18,528.46,400242.0,0.9709
2008-09-19,528.43,400011.0,0.9703
2008-09-20,528.41,399857.0,0.97
2008-09-21,528.38,399626.0,0.9694
2008-09-22,528.4,399780.0,0.9698
2008-09-23,528.38,399626.0,0.9694
2008-09-24,528.37,399549.0,0.9692
2008-09-25,528.36,399472.0,0.969
2008-09-26,528.37,399549.0,0.9692
2008-09-27,528.46,400242.0,0.9709
2008-09-28,528.52,400704.0,0.972
2008-09-29,528.54,400858.0,0.9724
2008-09-30,528.55,400935.0,0.9726
2008-10-01,528.54,400858.0,0.9724
2008-10-02,528.53,400781.0,0.9722
2008-10-03,528.47,400319.0,0.9711
2008-10-04,528.46,400242.0,0.9709
2008-10-05,528.44,400088.0,0.9705
2008-10-06,528.42,399934.0,0.9701
2008-10-07,528.38,399626.0,0.9694
2008-10-08,528.34,399318.0,0.9687
2008-10-09,528.3,399010.0,0.9679
2008-10-10,528.28,398856.0,0.9675
2008-10-11,528.27,398779.0,0.9673
2008-10-12,528.23,398471.0,0.9666
2008-10-13,528.2,398240.0,0.966
2008-10-14,528.16,397932.0,0.9653
2008-10-15,528.14,397778.0,0.9649
2008-10-16,528.09,397393.0,0.964
2008-10-17,528.1,397470.0,0.9642
2008-10-18,528.06,397162.0,0.9634
2008-10-19,528.02,396854.0,0.9627
2008-10-20,527.95,396320.0,0.9614
2008-10-21,527.91,396016.0,0.9606
2008-10-22,527.9,395940.0,0.9605
2008-10-23,527.85,395560.0,0.9595
2008-10-24,527.81,395256.0,0.9588
2008-10-25,527.78,395028.0,0.9582
2008-10-26,527.9,395940.0,0.9605
2008-10-27,527.91,396016.0,0.9606
2008-10-28,527.9,395940.0,0.9605
2008-10-29,527.94,396244.0,0.9612
2008-10-30,527.95,396320.0,0.9614
2008-10-31,527.93,396168.0,0.961
2008-11-01,527.93,396168.0,0.961
2008-11-02,527.94,396244.0,0.9612
2008-11-03,527.92,396092.0,0.9608
2008-11-04,527.9,395940.0,0.9605
2008-11-05,527.9,395940.0,0.9605
2008-11-06,527.92,396092.0,0.9608
2008-11-07,527.92,396092.0,0.9608
2008-11-08,527.91,396016.0,0.9606
2008-11-09,527.94,396244.0,0.9612
2008-11-10,527.94,396244.0,0.9612
2008-11-11,527.94,396244.0,0.9612
2008-11-12,527.95,396320.0,0.9614
2008-11-13,527.96,396396.0,0.9616
2008-11-14,527.98,396548.0,0.9619
2008-11-15,527.97,396472.0,0.9618
2008-11-16,528.02,396854.0,0.9627
2008-11-17,528.04,397008.0,0.9631
2008-11-18,528.06,397162.0,0.9634
2008-11-19,528.04,397008.0,0.9631
2008-11-20,527.99,396624.0,0.9621
2008-11-21,527.97,396472.0,0.9618
2008-11-22,527.95,396320.0,0.9614
2008-11-23,527.91,396016.0,0.9606
2008-11-24,527.9,395940.0,0.9605
2008-11-25,527.93,396168.0,0.961
2008-11-26,528.01,396777.0,0.9625
2008-11-27,528.03,396931.0,0.9629
2008-11-28,528.05,397085.0,0.9632
2008-11-29,528.06,397162.0,0.9634
2008-11-30,528.07,397239.0,0.9636
2008-12-01,528.18,398086.0,0.9657
2008-12-02,528.19,398163.0,0.9659
2008-12-03,528.23,398471.0,0.9666
2008-12-04,528.23,398471.0,0.9666
2008-12-05,528.27,398779.0,0.9673
2008-12-06,528.29,398933.0,0.9677
2008-12-07,528.3,399010.0,0.9679
2008-12-08,528.3,399010.0,0.9679
2008-12-09,528.3,399010.0,0.9679
2008-12-10,528.3,399010.0,0.9679
2008-12-11,528.45,400165.0,0.9707
2008-12-12,528.82,403014.0,0.9776
2008-12-13,529.02,404557.0,0.9814
2008-12-14,529.1,405184.0,0.9829
2008-12-15,529.16,405654.0,0.984
2008-12-16,529.23,406203.0,0.9854
2008-12-17,529.32,406909.0,0.9871
2008-12-18,529.34,407066.0,0.9874
2008-12-19,529.39,407458.0,0.9884
2008-12-20,529.48,408163.0,0.9901
2008-12-21,529.52,408477.0,0.9909
2008-12-22,529.52,408477.0,0.9909
2008-12-23,529.53,408555.0,0.9911
2008-12-24,529.52,408477.0,0.9909
2008-12-25,529.54,408634.0,0.9913
2008-12-26,529.67,409653.0,0.9937
2008-12-27,529.69,409810.0,0.9941
2008-12-28,529.8,410672.0,0.9962
2008-12-29,529.89,411378.0,0.9979
2008-12-30,529.93,411691.0,0.9987
2008-12-31,529.96,411926.0,0.9992
2009-01-01,530.0,412240.0,1.0
2009-01-02,530.0,412240.0,1.0
2009-01-03,530.01,412324.0,1.0002
2009-01-04,530.04,412577.0,1.0008
2009-01-05,530.03,412493.0,1.0006
2009-01-06,530.03,412493.0,1.0006
2009-01-07,530.09,412999.0,1.0018
2009-01-08,530.12,413252.0,1.0025
2009-01-09,530.14,413421.0,1.0029
2009-01-10,530.14,413421.0,1.0029
2009-01-11,530.21,414014.0,1.0043
2009-01-12,530.17,413675.0,1.0035
2009-01-13,530.16,413591.0,1.0033
2009-01-14,530.14,413421.0,1.0029
2009-01-15,530.13,413337.0,1.0027
2009-01-16,530.11,413168.0,1.0023
2009-01-17,530.09,412999.0,1.0018
2009-01-18,530.11,413168.0,1.0023
2009-01-19,530.11,413168.0,1.0023
2009-01-20,530.1,413083.0,1.002
2009-01-21,530.09,412999.0,1.0018
2009-01-22,530.07,412830.0,1.0014
2009-01-23,530.07,412830.0,1.0014
2009-01-24,530.06,412746.0,1.0012
2009-01-25,530.04,412577.0,1.0008
2009-01-26,530.03,412493.0,1.0006
2009-01-27,530.02,412409.0,1.0004
2009-01-28,530.03,412493.0,1.0006
2009-01-29,530.1,413083.0,1.002
2009-01-30,530.1,413083.0,1.002
2009-01-31,530.08,412914.0,1.0016
2009-02-01,530.06,412746.0,1.0012
2009-02-02,530.06,412746.0,1.0012
2009-02-03,530.05,412662.0,1.001
2009-02-04,530.05,412662.0,1.001
2009-02-05,530.03,412493.0,1.0006
2009-02-06,530.01,412324.0,1.0002
2009-02-07,530.0,412240.0,1.0
2009-02-08,529.99,412162.0,0.9998
2009-02-09,529.97,412005.0,0.9994
2009-02-10,529.97,412005.0,0.9994
2009-02-11,529.97,412005.0,0.9994
2009-02-12,529.97,412005.0,0.9994
2009-02-13,529.97,412005.0,0.9994
2009-02-14,529.97,412005.0,0.9994
2009-02-15,529.97,412005.0,0.9994
2009-02-16,529.97,412005.0,0.9994
2009-02-17,529.96,411926.0,0.9992
2009-02-18,529.96,411926.0,0.9992
2009-02-19,529.98,412083.0,0.9996
2009-02-20,529.97,412005.0,0.9994
2009-02-21,529.96,411926.0,0.9992
2009-02-22,529.97,412005.0,0.9994
2009-02-23,529.97,412005.0,0.9994
2009-02-24,529.97,412005.0,0.9994
2009-02-25,529.96,411926.0,0.9992
2009-02-26,529.94,411770.0,0.9989
2009-02-27,529.94,411770.0,0.9989
2009-02-28,530.01,412324.0,1.0002
2009-03-01,530.02,412409.0,1.0004
2009-03-02,530.09,412999.0,1.0018
2009-03-03,530.09,412999.0,1.0018
2009-03-04,530.08,412914.0,1.0016
2009-03-05,530.07,412830.0,1.0014
2009-03-06,530.06,412746.0,1.0012
2009-03-07,530.05,412662.0,1.001
2009-03-08,530.07,412830.0,1.0014
2009-03-09,530.16,413591.0,1.0033
2009-03-10,530.18,413760.0,1.0037
2009-03-11,530.22,414099.0,1.0045
2009-03-12,530.27,414523.0,1.0055
2009-03-13,530.3,414778.0,1.0062
2009-03-14,530.3,414778.0,1.0062
2009-03-15,530.3,414778.0,1.0062
2009-03-16,530.3,414778.0,1.0062
2009-03-17,530.29,414693.0,1.006
2009-03-18,530.29,414693.0,1.006
2009-03-19,530.31,414863.0,1.0064
2009-03-20,530.31,414863.0,1.0064
2009-03-21,530.32,414948.0,1.0066
2009-03-22,530.3,414778.0,1.0062
2009-03-23,530.29,414693.0,1.006
2009-03-24,530.31,414863.0,1.0064
2009-03-25,530.28,414608.0,1.0057
2009-03-26,530.27,414523.0,1.0055
2009-03-27,530.29,414693.0,1.006
2009-03-28,530.27,414523.0,1.0055
2009-03-29,530.31,414863.0,1.0064
2009-03-30,530.29,414693.0,1.006
2009-03-31,530.32,414948.0,1.0066
2009-04-01,530.31,414863.0,1.0064
2009-04-02,530.33,415033.0,1.0068
2009-04-03,530.33,415033.0,1.0068
2009-04-04,530.36,415289.0,1.0074
2009-04-05,530.38,415459.0,1.0078
2009-04-06,530.38,415459.0,1.0078
2009-04-07,530.44,415971.0,1.009
2009-04-08,530.42,415800.0,1.0086
2009-04-09,530.39,415544.0,1.008
2009-04-10,530.38,415459.0,1.0078
2009-04-11,530.44,415971.0,1.009
2009-04-12,530.43,415885.0,1.0088
2009-04-13,530.36,415289.0,1.0074
2009-04-14,530.35,415204.0,1.0072
2009-04-15,530.35,415204.0,1.0072
2009-04-16,530.32,414948.0,1.0066
2009-04-17,530.28,414608.0,1.0057
2009-04-18,530.26,414438.0,1.0053
2009-04-19,530.25,414354.0,1.0051
2009-04-20,530.23,414184.0,1.0047
2009-04-21,530.26,414438.0,1.0053
2009-04-22,530.3,414778.0,1.0062
2009-04-23,530.31,414863.0,1.0064
2009-04-24,530.3,414778.0,1.0062
2009-04-25,530.29,414693.0,1.006
2009-04-26,530.28,414608.0,1.0057
2009-04-27,530.28,414608.0,1.0057
2009-04-28,530.25,414354.0,1.0051
2009-04-29,530.26,414438.0,1.0053
2009-04-30,530.2,413929.0,1.0041
2009-05-01,530.15,413506.0,1.0031
2009-05-02,530.17,413675.0,1.0035
2009-05-03,530.17,413675.0,1.0035
2009-05-04,530.15,413506.0,1.0031
2009-05-05,530.16,413591.0,1.0033
2009-05-06,530.18,413760.0,1.0037
2009-05-07,530.27,414523.0,1.0055
2009-05-08,530.31,414863.0,1.0064
2009-05-09,530.32,414948.0,1.0066
2009-05-10,530.38,415459.0,1.0078
2009-05-11,530.34,415118.0,1.007
2009-05-12,530.32,414948.0,1.0066
2009-05-13,530.26,414438.0,1.0053
2009-05-14,530.2,413929.0,1.0041
2009-05-15,530.19,413844.0,1.0039
2009-05-16,530.17,413675.0,1.0035
2009-05-17,530.17,413675.0,1.0035
2009-05-18,530.16,413591.0,1.0033
2009-05-19,530.12,413252.0,1.0025
2009-05-20,530.07,412830.0,1.0014
2009-05-21,530.04,412577.0,1.0008
2009-05-22,530.0,412240.0,1.0
2009-05-23,529.97,412005.0,0.9994
2009-05-24,529.92,411613.0,0.9985
2009-05-25,529.9,411456.0,0.9981
2009-05-26,529.85,411064.0,0.9971
2009-05-27,529.81,410750.0,0.9964
2009-05-28,529.81,410750.0,0.9964
2009-05-29,529.78,410515.0,0.9958
2009-05-30,529.76,410358.0,0.9954
2009-05-31,529.72,410045.0,0.9947
2009-06-01,529.67,409653.0,0.9937
2009-06-02,529.64,409418.0,0.9932
2009-06-03,529.63,409339.0,0.993
2009-06-04,529.56,408790.0,0.9916
2009-06-05,529.53,408555.0,0.9911
2009-06-06,529.48,408163.0,0.9901
2009-06-07,529.43,407771.0,0.9892
2009-06-08,529.4,407536.0,0.9886
2009-06-09,529.34,407066.0,0.9874
2009-06-10,529.33,406987.0,0.9873
2009-06-11,529.29,406674.0,0.9865
2009-06-12,529.37,407301.0,0.988
2009-06-13,529.38,407379.0,0.9882
2009-06-14,529.45,407928.0,0.9895
2009-06-15,529.48,408163.0,0.9901
2009-06-16,529.5,408320.0,0.9905
2009-06-17,529.48,408163.0,0.9901
2009-06-18,529.46,408006.0,0.9897
2009-06-19,529.63,409339.0,0.993
2009-06-20,529.68,409731.0,0.9939
2009-06-21,529.72,410045.0,0.9947
2009-06-22,529.75,410280.0,0.9952
2009-06-23,529.75,410280.0,0.9952
2009-06-24,529.75,410280.0,0.9952
2009-06-25,529.75,410280.0,0.9952
2009-06-26,529.72,410045.0,0.9947
2009-06-27,529.73,410123.0,0.9949
2009-06-28,529.74,410202.0,0.9951
2009-06-29,529.74,410202.0,0.9951
2009-06-30,529.75,410280.0,0.9952
2009-07-01,529.79,410594.0,0.996
2009-07-02,529.92,411613.0,0.9985
2009-07-03,529.96,411926.0,0.9992
2009-07-04,530.02,412409.0,1.0004
2009-07-05,530.0,412240.0,1.0
2009-07-06,530.01,412324.0,1.0002
2009-07-07,530.0,412240.0,1.0
2009-07-08,530.03,412493.0,1.0006
2009-07-09,530.05,412662.0,1.001
2009-07-10,530.03,412493.0,1.0006
2009-07-11,529.99,412162.0,0.9998
2009-07-12,529.99,412162.0,0.9998
2009-07-13,529.97,412005.0,0.9994
2009-07-14,529.94,411770.0,0.9989
2009-07-15,529.9,411456.0,0.9981
2009-07-16,529.88,411299.0,0.9977
2009-07-17,529.86,411142.0,0.9973
2009-07-18,529.95,411848.0,0.999
2009-07-19,529.94,411770.0,0.9989
2009-07-20,529.93,411691.0,0.9987
2009-07-21,529.92,411613.0,0.9985
2009-07-22,529.98,412083.0,0.9996
2009-07-23,529.96,411926.0,0.9992
2009-07-24,530.21,414014.0,1.0043
2009-07-25,530.28,414608.0,1.0057
2009-07-26,530.31,414863.0,1.0064
2009-07-27,530.33,415033.0,1.0068
2009-07-28,530.34,415118.0,1.007
2009-07-29,530.3,414778.0,1.0062
2009-07-30,530.28,414608.0,1.0057
2009-07-31,530.25,414354.0,1.0051
2009-08-01,530.33,415033.0,1.0068
2009-08-02,530.31,414863.0,1.0064
2009-08-03,530.28,414608.0,1.0057
2009-08-04,530.24,414269.0,1.0049
2009-08-05,530.18,413760.0,1.0037
2009-08-06,530.16,413591.0,1.0033
2009-08-07,530.12,413252.0,1.0025
2009-08-08,530.06,412746.0,1.0012
2009-08-09,530.02,412409.0,1.0004
2009-08-10,529.98,412083.0,0.9996
2009-08-11,529.95,411848.0,0.999
2009-08-12,529.92,411613.0,0.9985
2009-08-13,529.89,411378.0,0.9979
2009-08-14,529.85,411064.0,0.9971
2009-08-15,529.81,410750.0,0.9964
2009-08-16,529.77,410437.0,0.9956
2009-08-17,529.73,410123.0,0.9949
2009-08-18,529.69,409810.0,0.9941
2009-08-19,529.65,409496.0,0.9933
2009-08-20,529.62,409261.0,0.9928
2009-08-21,529.56,408790.0,0.9916
2009-08-22,529.57,408869.0,0.9918
2009-08-23,529.59,409026.0,0.9922
2009-08-24,529.61,409182.0,0.9926
2009-08-25,529.56,408790.0,0.9916
2009-08-26,529.49,408242.0,0.9903
2009-08-27,529.45,407928.0,0.9895
2009-08-28,529.38,407379.0,0.9882
2009-08-29,529.43,407771.0,0.9892
2009-08-30,529.4,407536.0,0.9886
2009-08-31,529.34,407066.0,0.9874
2009-09-01,529.3,406752.0,0.9867
2009-09-02,529.25,406360.0,0.9857
2009-09-03,529.2,405968.0,0.9848
2009-09-04,529.16,405654.0,0.984
2009-09-05,529.1,405184.0,0.9829
2009-09-06,529.04,404714.0,0.9817
2009-09-07,528.95,404015.0,0.98
2009-09-08,528.89,403553.0,0.9789
2009-09-09,528.85,403245.0,0.9782
2009-09-10,528.78,402706.0,0.9769
2009-09-11,528.71,402167.0,0.9756
2009-09-12,528.67,401859.0,0.9748
2009-09-13,528.61,401397.0,0.9737
2009-09-14,528.54,400858.0,0.9724
2009-09-15,528.47,400319.0,0.9711
2009-09-16,528.44,400088.0,0.9705
2009-09-17,528.38,399626.0,0.9694
2009-09-18,528.29,398933.0,0.9677
2009-09-19,528.23,398471.0,0.9666
2009-09-20,528.17,398009.0,0.9655
2009-09-21,528.11,397547.0,0.9644
2009-09-22,528.04,397008.0,0.9631
2009-09-23,527.99,396624.0,0.9621
2009-09-24,527.97,396472.0,0.9618
2009-09-25,527.94,396244.0,0.9612
2009-09-26,527.84,395484.0,0.9594
2009-09-27,527.81,395256.0,0.9588
2009-09-28,527.76,394876.0,0.9579
2009-09-29,527.73,394648.0,0.9573
2009-09-30,527.67,394192.0,0.9562
2009-10-01,527.6,393660.0,0.9549
2009-10-02,527.54,393204.0,0.9538
2009-10-03,527.53,393128.0,0.9536
2009-10-04,527.55,393280.0,0.954
2009-10-05,527.53,393128.0,0.9536
2009-10-06,527.49,392824.0,0.9529
2009-10-07,527.47,392672.0,0.9525
2009-10-08,527.47,392672.0,0.9525
2009-10-09,527.41,392216.0,0.9514
2009-10-10,527.4,392140.0,0.9512
2009-10-11,527.34,391684.0,0.9501
2009-10-12,527.29,391304.0,0.9492
2009-10-13,527.26,391076.0,0.9487
2009-10-14,527.22,390772.0,0.9479
2009-10-15,527.19,390544.0,0.9474
2009-10-16,527.15,390240.0,0.9466
2009-10-17,527.05,389480.0,0.9448
2009-10-18,527.05,389480.0,0.9448
2009-10-19,527.02,389252.0,0.9442
2009-10-20,526.97,388875.0,0.9433
2009-10-21,526.93,388575.0,0.9426
2009-10-22,526.88,388200.0,0.9417
2009-10-23,526.88,388200.0,0.9417
2009-10-24,526.87,388125.0,0.9415
2009-10-25,526.95,388725.0,0.943
2009-10-26,526.94,388650.0,0.9428
2009-10-27,526.94,388650.0,0.9428
2009-10-28,526.94,388650.0,0.9428
2009-10-29,527.03,389328.0,0.9444
2009-10-30,527.02,389252.0,0.9442
2009-10-31,527.01,389176.0,0.9441
2009-11-01,527.05,389480.0,0.9448
2009-11-02,527.05,389480.0,0.9448
2009-11-03,527.03,389328.0,0.9444
2009-11-04,527.01,389176.0,0.9441
2009-11-05,526.98,388950.0,0.9435
2009-11-06,526.99,389025.0,0.9437
2009-11-07,526.94,388650.0,0.9428
2009-11-08,526.92,388500.0,0.9424
2009-11-09,526.92,388500.0,0.9424
2009-11-10,526.89,388275.0,0.9419
2009-11-11,526.89,388275.0,0.9419
2009-11-12,526.87,388125.0,0.9415
2009-11-13,526.87,388125.0,0.9415
2009-11-14,526.87,388125.0,0.9415
2009-11-15,526.87,388125.0,0.9415
2009-11-16,526.87,388125.0,0.9415
2009-11-17,526.88,388200.0,0.9417
2009-11-18,526.86,388050.0,0.9413
2009-11-19,526.84,387900.0,0.941
2009-11-20,526.85,387975.0,0.9411
2009-11-21,526.92,388500.0,0.9424
2009-11-22,526.95,388725.0,0.943
2009-11-23,526.96,388800.0,0.9431
2009-11-24,526.98,388950.0,0.9435
2009-11-25,526.98,388950.0,0.9435
2009-11-26,526.99,389025.0,0.9437
2009-11-27,527.02,389252.0,0.9442
2009-11-28,527.03,389328.0,0.9444
2009-11-29,527.03,389328.0,0.9444
2009-11-30,527.05,389480.0,0.9448
2009-12-01,527.08,389708.0,0.9453
2009-12-02,527.07,389632.0,0.9452
2009-12-03,527.13,390088.0,0.9463
2009-12-04,527.22,390772.0,0.9479
2009-12-05,527.26,391076.0,0.9487
2009-12-06,527.26,391076.0,0.9487
2009-12-07,527.25,391000.0,0.9485
2009-12-08,527.25,391000.0,0.9485
2009-12-09,527.27,391152.0,0.9488
2009-12-10,527.3,391380.0,0.9494
2009-12-11,527.28,391228.0,0.949
2009-12-12,527.29,391304.0,0.9492
2009-12-13,527.3,391380.0,0.9494
2009-12-14,527.34,391684.0,0.9501
2009-12-15,527.34,391684.0,0.9501
2009-12-16,527.4,392140.0,0.9512
2009-12-17,527.42,392292.0,0.9516
2009-12-18,527.42,392292.0,0.9516
2009-12-19,527.44,392444.0,0.952
2009-12-20,527.44,392444.0,0.952
2009-12-21,527.43,392368.0,0.9518
2009-12-22,527.43,392368.0,0.9518
2009-12-23,527.42,392292.0,0.9516
2009-12-24,527.45,392520.0,0.9522
2009-12-25,527.46,392596.0,0.9523
2009-12-26,527.48,392748.0,0.9527
2009-12-27,527.53,393128.0,0.9536
2009-12-28,527.58,393508.0,0.9546
2009-12-29,527.61,393736.0,0.9551
2009-12-30,527.62,393812.0,0.9553
2009-12-31,527.64,393964.0,0.9557
2010-01-01,527.67,394192.0,0.9562
2010-01-02,527.7,394420.0,0.9568
2010-01-03,527.7,394420.0,0.9568
2010-01-04,527.71,394496.0,0.957
2010-01-05,527.72,394572.0,0.9571
2010-01-06,527.73,394648.0,0.9573
2010-01-07,527.75,394800.0,0.9577
2010-01-08,527.77,394952.0,0.9581
2010-01-09,527.79,395104.0,0.9584
2010-01-10,527.78,395028.0,0.9582
2010-01-11,527.79,395104.0,0.9584
2010-01-12,527.79,395104.0,0.9584
2010-01-13,527.8,395180.0,0.9586
2010-01-14,527.81,395256.0,0.9588
2010-01-15,527.8,395180.0,0.9586
2010-01-16,527.79,395104.0,0.9584
2010-01-17,527.8,395180.0,0.9586
2010-01-18,527.86,395636.0,0.9597
2010-01-19,527.83,395408.0,0.9592
2010-01-20,527.85,395560.0,0.9595
2010-01-21,527.86,395636.0,0.9597
2010-01-22,527.86,395636.0,0.9597
2010-01-23,527.86,395636.0,0.9597
2010-01-24,527.87,395712.0,0.9599
2010-01-25,527.87,395712.0,0.9599
2010-01-26,527.98,396548.0,0.9619
2010-01-27,528.06,397162.0,0.9634
2010-01-28,528.11,397547.0,0.9644
2010-01-29,528.16,397932.0,0.9653
2010-01-30,528.18,398086.0,0.9657
2010-01-31,528.2,398240.0,0.966
2010-02-01,528.19,398163.0,0.9659
2010-02-02,528.22,398394.0,0.9664
2010-02-03,528.24,398548.0,0.9668
2010-02-04,528.25,398625.0,0.967
2010-02-05,528.26,398702.0,0.9672
2010-02-06,528.29,398933.0,0.9677
2010-02-07,528.29,398933.0,0.9677
2010-02-08,528.29,398933.0,0.9677
2010-02-09,528.3,399010.0,0.9679
2010-02-10,528.33,399241.0,0.9685
2010-02-11,528.33,399241.0,0.9685
2010-02-12,528.33,399241.0,0.9685
2010-02-13,528.35,399395.0,0.9688
2010-02-14,528.34,399318.0,0.9687
2010-02-15,528.34,399318.0,0.9687
2010-02-16,528.37,399549.0,0.9692
2010-02-17,528.4,399780.0,0.9698
2010-02-18,528.4,399780.0,0.9698
2010-02-19,528.41,399857.0,0.97
2010-02-20,528.4,399780.0,0.9698
2010-02-21,528.39,399703.0,0.9696
2010-02-22,528.38,399626.0,0.9694
2010-02-23,528.37,399549.0,0.9692
2010-02-24,528.45,400165.0,0.9707
2010-02-25,528.48,400396.0,0.9713
2010-02-26,528.69,402013.0,0.9752
2010-02-27,528.79,402783.0,0.9771
2010-02-28,528.84,403168.0,0.978
2010-03-01,528.88,403476.0,0.9787
2010-03-02,528.91,403707.0,0.9793
2010-03-03,528.95,404015.0,0.98
2010-03-04,528.97,404169.0,0.9804
2010-03-05,529.0,404400.0,0.981
2010-03-06,529.01,404478.0,0.9812
2010-03-07,529.01,404478.0,0.9812
2010-03-08,529.04,404714.0,0.9817
2010-03-09,529.06,404870.0,0.9821
2010-03-10,529.09,405106.0,0.9827
2010-03-11,529.11,405262.0,0.9831
2010-03-12,529.15,405576.0,0.9838
2010-03-13,529.18,405811.0,0.9844
2010-03-14,529.32,406909.0,0.9871
2010-03-15,529.4,407536.0,0.9886
2010-03-16,529.46,408006.0,0.9897
2010-03-17,529.51,408398.0,0.9907
2010-03-18,529.54,408634.0,0.9913
2010-03-19,529.57,408869.0,0.9918
2010-03-20,529.59,409026.0,0.9922
2010-03-21,529.6,409104.0,0.9924
2010-03-22,529.62,409261.0,0.9928
2010-03-23,529.75,410280.0,0.9952
2010-03-24,529.83,410907.0,0.9968
2010-03-25,529.85,411064.0,0.9971
2010-03-26,529.94,411770.0,0.9989
2010-03-27,529.95,411848.0,0.999
2010-03-28,529.93,411691.0,0.9987
2010-03-29,530.0,412240.0,1.0
2010-03-30,530.26,414438.0,1.0053
2010-03-31,530.48,416312.0,1.0099
2010-04-01,530.56,416997.0,1.0115
2010-04-02,530.58,417169.0,1.012
2010-04-03,530.56,416997.0,1.0115
2010-04-04,530.54,416826.0,1.0111
2010-04-05,530.52,416654.0,1.0107
2010-04-06,530.49,416398.0,1.0101
2010-04-07,530.47,416227.0,1.0097
2010-04-08,530.45,416056.0,1.0093
2010-04-09,530.41,415714.0,1.0084
2010-04-10,530.4,415629.0,1.0082
2010-04-11,530.36,415289.0,1.0074
2010-04-12,530.33,415033.0,1.0068
2010-04-13,530.32,414948.0,1.0066
2010-04-14,530.29,414693.0,1.006
2010-04-15,530.26,414438.0,1.0053
2010-04-16,530.25,414354.0,1.0051
2010-04-17,530.25,414354.0,1.0051
2010-04-18,530.24,414269.0,1.0049
2010-04-19,530.24,414269.0,1.0049
2010-04-20,530.21,414014.0,1.0043
2010-04-21,530.2,413929.0,1.0041
2010-04-22,530.17,413675.0,1.0035
2010-04-23,530.17,413675.0,1.0035
2010-04-24,530.14,413421.0,1.0029
2010-04-25,530.11,413168.0,1.0023
2010-04-26,530.11,413168.0,1.0023
2010-04-27,530.1,413083.0,1.002
2010-04-28,530.07,412830.0,1.0014
2010-04-29,530.05,412662.0,1.001
2010-04-30,530.03,412493.0,1.0006
2010-05-01,530.03,412493.0,1.0006
2010-05-02,530.01,412324.0,1.0002
2010-05-03,530.0,412240.0,1.0
2010-05-04,529.99,412162.0,0.9998
2010-05-05,529.98,412083.0,0.9996
2010-05-06,529.96,411926.0,0.9992
2010-05-07,529.91,411534.0,0.9983
2010-05-08,529.9,411456.0,0.9981
2010-05-09,529.88,411299.0,0.9977
2010-05-10,529.83,410907.0,0.9968
2010-05-11,529.8,410672.0,0.9962
2010-05-12,529.74,410202.0,0.9951
2010-05-13,529.74,410202.0,0.9951
2010-05-14,529.73,410123.0,0.9949
2010-05-15,529.72,410045.0,0.9947
2010-05-16,529.71,409966.0,0.9945
2010-05-17,529.7,409888.0,0.9943
2010-05-18,529.69,409810.0,0.9941
2010-05-19,529.73,410123.0,0.9949
2010-05-20,529.69,409810.0,0.9941
2010-05-21,529.67,409653.0,0.9937
2010-05-22,529.63,409339.0,0.993
2010-05-23,529.6,409104.0,0.9924
2010-05-24,529.56,408790.0,0.9916
2010-05-25,529.52,408477.0,0.9909
2010-05-26,529.48,408163.0,0.9901
2010-05-27,529.51,408398.0,0.9907
2010-05-28,529.46,408006.0,0.9897
2010-05-29,529.41,407614.0,0.9888
2010-05-30,529.42,407693.0,0.989
2010-05-31,529.37,407301.0,0.988
2010-06-01,529.33,406987.0,0.9873
2010-06-02,529.36,407222.0,0.9878
2010-06-03,529.3,406752.0,0.9867
2010-06-04,529.3,406752.0,0.9867
2010-06-05,529.27,406517.0,0.9861
2010-06-06,529.24,406282.0,0.9855
2010-06-07,529.23,406203.0,0.9854
2010-06-08,529.17,405733.0,0.9842
2010-06-09,529.11,405262.0,0.9831
2010-06-10,529.11,405262.0,0.9831
2010-06-11,529.11,405262.0,0.9831
2010-06-12,529.06,404870.0,0.9821
2010-06-13,529.11,405262.0,0.9831
2010-06-14,529.07,404949.0,0.9823
2010-06-15,529.05,404792.0,0.9819
2010-06-16,528.99,404323.0,0.9808
2010-06-17,528.97,404169.0,0.9804
2010-06-18,528.92,403784.0,0.9795
2010-06-19,528.88,403476.0,0.9787
2010-06-20,528.83,403091.0,0.9778
2010-06-21,528.8,402860.0,0.9772
2010-06-22,528.76,402552.0,0.9765
2010-06-23,528.73,402321.0,0.9759
2010-06-24,528.68,401936.0,0.975
2010-06-25,528.67,401859.0,0.9748
2010-06-26,528.6,401320.0,0.9735
2010-06-27,528.57,401089.0,0.973
2010-06-28,528.5,400550.0,0.9716
2010-06-29,528.48,400396.0,0.9713
2010-06-30,528.42,399934.0,0.9701
